2026-01-20T12:22:59.8705280Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=71&gr=259&rimuovi=tp&sg=60&st=2&tp=146\tct=71&gr=259&mr=323&rimuovi=mr&sg=60&st=2
2026-01-20T12:35:44.9197274Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1\tct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428
2026-01-20T12:35:45.0417398Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428\tct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1
2026-01-20T12:35:45.1637192Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1\tct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428
2026-01-20T12:35:45.2854681Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428\tct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1
2026-01-20T12:35:45.4088094Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1\tct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428
2026-01-20T12:35:45.5301625Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428\tct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1
2026-01-20T12:35:45.6519320Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1\tct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428
2026-01-20T12:35:45.7737633Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&mr=297&rimuovi=tp&sg=-1&st=1&tp=428\tct=2&gr=253&mr=297&rimuovi=gr&sg=-1&st=1
2026-01-20T12:35:45.9755132Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articolo.aspx?TCid=-1&id=16527\tct=25&gr=-1&mr=54&sg=0&st=2&tp=198
2026-01-20T12:35:47.5528030Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=226&mr=136&rimuovi=mr&sg=-1&st=2&tp=95\tct=24&gr=226&rimuovi=mr&sg=-1&st=2&tp=95
2026-01-20T12:35:47.6752049Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=226&rimuovi=mr&sg=-1&st=2&tp=95\tct=24&gr=226&=&sg=-1&st=2&tp=95
2026-01-20T12:35:48.0608420Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&mr=136&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=136&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:48.1833468Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=136&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=136&=&sg=-1&st=2&tp=94
2026-01-20T12:35:48.6132457Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=226&mr=136&rimuovi=gr&sg=-1&st=2&tp=95\tct=24&mr=136&rimuovi=gr&sg=-1&st=2&tp=95
2026-01-20T12:35:48.7370521Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=136&rimuovi=gr&sg=-1&st=2&tp=95\tct=24&mr=136&=&sg=-1&st=2&tp=95
2026-01-20T12:35:49.1017760Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94
2026-01-20T12:35:49.2236043Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94\tct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2
2026-01-20T12:35:49.3454002Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2\tct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94
2026-01-20T12:35:49.4688605Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94\tct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2
2026-01-20T12:35:49.5903940Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2\tct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94
2026-01-20T12:35:49.7123359Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94\tct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2
2026-01-20T12:35:49.8338171Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2\tct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94
2026-01-20T12:35:49.9555272Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94\tct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2
2026-01-20T12:35:50.0771137Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2\tct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94
2026-01-20T12:35:50.1989939Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94\tct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2
2026-01-20T12:35:50.3208367Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2\tct=24&mr=325&rimuovi=tp&sg=-1&st=2&tp=94
2026-01-20T12:35:50.5374456Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articolo.aspx?TCid=-1&id=16421\tct=25&gr=-1&mr=306&sg=0&st=2&tp=198
2026-01-20T12:35:53.1359647Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&sg=0&st=2&tp=198\tct=25&gr=-1&mr=54&rimuovi=tp&sg=0&st=2&tp=198
2026-01-20T12:35:53.2579360Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&rimuovi=tp&sg=0&st=2&tp=198\tct=25&gr=-1&mr=54&sg=0&st=2
2026-01-20T12:35:53.6727662Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&sg=0&st=2&tp=198\tct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2&tp=198
2026-01-20T12:35:53.7984735Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2&tp=198\tct=25&gr=-1&sg=0&st=2&tp=198
2026-01-20T12:35:54.1976170Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=279&mr=56&rimuovi=tp&sg=-1&st=2&tp=228\tct=25&gr=279&mr=56&rimuovi=tp&sg=-1&st=2
2026-01-20T12:35:54.3219906Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=279&mr=56&rimuovi=tp&sg=-1&st=2\tct=25&gr=279&mr=56&=&sg=-1&st=2
2026-01-20T12:35:54.7808089Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=325&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:54.9025046Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.0239945Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.1455470Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.2681215Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.3899910Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.5115374Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.6333641Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.7601707Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:55.8814507Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:56.0035827Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=325&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:56.2042564Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=311&rimuovi=gr&sg=-1&st=2&tp=97\tct=24&mr=311&rimuovi=gr&sg=-1&st=2&tp=97
2026-01-20T12:35:56.3274417Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=311&rimuovi=gr&sg=-1&st=2&tp=97\tct=24&mr=311&=&sg=-1&st=2&tp=97
2026-01-20T12:35:56.7339358Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=225&mr=160&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=160&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:56.8548728Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=160&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=160&=&sg=-1&st=2&tp=94
2026-01-20T12:35:57.2371859Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=306&sg=0&st=2&tp=198\tct=25&gr=-1&mr=306&rimuovi=tp&sg=0&st=2&tp=198
2026-01-20T12:35:57.3586901Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=306&rimuovi=tp&sg=0&st=2&tp=198\tct=25&gr=-1&mr=306&sg=0&st=2
2026-01-20T12:35:57.7785763Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=306&sg=0&st=2&tp=198\tct=25&gr=-1&mr=306&rimuovi=mr&sg=0&st=2&tp=198
2026-01-20T12:35:57.9004412Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=306&rimuovi=mr&sg=0&st=2&tp=198\tct=25&gr=-1&sg=0&st=2&tp=198
2026-01-20T12:35:58.3172717Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=226&mr=84&rimuovi=mr&sg=-1&st=2&tp=93\tct=24&gr=226&rimuovi=mr&sg=-1&st=2&tp=93
2026-01-20T12:35:58.4396658Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=226&rimuovi=mr&sg=-1&st=2&tp=93\tct=24&gr=226&=&sg=-1&st=2&tp=93
2026-01-20T12:35:58.8435472Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&mr=156&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:58.9654456Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.0867715Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.2087121Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.3320442Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.4536250Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.5752279Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.6970635Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.8197374Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:35:59.9413794Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94\tct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94
2026-01-20T12:36:00.0628740Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=24&gr=-1&rimuovi=gr&sg=-1&st=2&tp=94\tct=24&mr=156&rimuovi=mr&sg=-1&st=2&tp=94
2026-01-20T12:36:00.2989737Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&gr=253&mr=297&rimuovi=tp&sg=-1&st=1&tp=428\tct=2&gr=253&mr=297&rimuovi=tp&sg=-1&st=1
2026-01-20T12:36:00.4209401Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=2&gr=253&mr=297&rimuovi=tp&sg=-1&st=1\tct=2&gr=253&mr=297&=&sg=-1&st=1
2026-01-20T12:36:00.8195020Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&rimuovi=tp&sg=0&st=2&tp=198\tct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2
2026-01-20T12:36:00.9418426Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2\tct=25&gr=-1&rimuovi=tp&sg=0&st=2&tp=198
2026-01-20T12:36:01.0685694Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&rimuovi=tp&sg=0&st=2&tp=198\tct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2
2026-01-20T12:36:01.1903319Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2\tct=25&gr=-1&rimuovi=tp&sg=0&st=2&tp=198
2026-01-20T12:36:01.3121106Z\t/articoli.aspx\t-1\t74.7.227.173\tMozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)\thttps://www.taikun.it/articoli.aspx?ct=25&gr=-1&rimuovi=tp&sg=0&st=2&tp=198\tct=25&gr=-1&mr=54&rimuovi=mr&sg=0&st=2
