Categoria;Tipologia;Codice;Descrizione1;Descrizione2;DescrizioneLungaHtml;Marca;Giacenza;UrlImgBig;Prezzo;Aliquota;CampoVuoto1;Peso
"Nintendo DS / DSi / DSi XL / 3DS";"DS Accessori";"X-95514";"BORSA CONSOLE DS LITE NARUTO CRAZY";"BORSA RIGIDA DS LITE MULTIFUNZIONE, SCOMPARTI INTERNI PER CUSTODIRE PICCOLI OGGETTI E ACCESSORI.";"<p>BAG TRAVEL DS LITE NARUTO CRAZY<br>NOVITA'!!! Nuova borsa per DSLite realizzata con esclusiva Ggrafica NARUTO a tutta superficie.<br><br>Il rivestimento esterno &egrave; realizzato in gomma , mentre internamente &egrave; rivestita di morbido tessuto antigraffio.<br><br>Nel suo interno sono inoltre presenti scomparti per custodire piccoli accessori e due indispensabili elastici che assicurano il blocco della console evitandone cos&igrave; cadute accidentali. <br><br>Il retro della borsa &egrave; rivestito da particolare tessuto retinato.</p>";"X-TREME";"10";"http://www.entropic.it/Public/foto/borsa_ndslite_naruto.jpg";"10,80";"21";"";"1,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Accessori";"X-95563";"BORSA CONSOLE DS LITE WINX STELLA";"BORSA RIGIDA DS LITE MULTIFUNZIONE, SCOMPARTI INTERNI PER CUSTODIRE PICCOLI OGGETTI E ACCESSORI.";"<p>DS LITE WINX STELLA<br>NOVITA'!!! ESCLUSIVA  borsa della nuovissima linea Winx per custodire la tua consolle DSLite in tutta sicurezza.<br><br>Infatti la borsa oltre ad essere un'accessorio alla moda grazie alla sua esclusiva grafica Winx ed al tessuto Jeans di cui &egrave; rivestita, &egrave; in grado di garantire una elevatissima  protezione per la tua consolle in quanto realizzata in materiale antiurto EVA.<br><br>L'interno &egrave; rivestito in fodera rosa e rifinito con stampe all over del logo e la firma del personaggio,ed &egrave; inoltre dotato di scomparti per custodire piccoli accessori e di due indispensabili elastici per evitare cadute accidentali della consolle.<br><br>La borsa &egrave; disponibile in tessuto jeans chiaro o scuro ed &egrave; dotata di comoda e lunga tracolla rosa.</p>";"X-TREME";"0";"http://www.entropic.it/Public/foto/borsa_dslite_winx-stella.jpg";"10,80";"21";"";"1,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Accessori";"X-95565";"BORSA CONSOLE DS LITE WINX BLOOM";"BORSA RIGIDA DS LITE MULTIFUNZIONE, SCOMPARTI INTERNI PER CUSTODIRE PICCOLI OGGETTI E ACCESSORI.";"<p>DS LITE WINX<br>NOVITA'!!!ESCLUSIVA  borsa appartenente alla nuovissima linea di accessori WINX.<br><br>La borsa, rivestita in tessuto jeans chiaro, oltre ad essere alla moda &egrave; unica in quanto decorata con esclusiva grafica Winx, ed &egrave; in grado di garantire un'elevata protezione alla tua consolle essendo realizzata in materiale antiurto EVA.<br><br>L'interno della borsa &egrave;  rivestito di fodera gialla  rifinita con stampe all over del logo e firma del personaggio ed &egrave; dotato di comodissimi scomparti per custodire piccoli accessori e di  due indispensabili elastici che garantiscono il blocco della console evitandone cadute accidentali.<br><br>La borsa &egrave; inoltre dotata di comoda e lunga  tracolla gialla.</p>";"X-TREME";"5";"http://www.entropic.it/Public/foto/borsa_dslite_ds-lite_winkxb.jpg";"10,80";"21";"";"1,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Console";"1809449";"CONSOLL NINTENDO DS LITE GARANZIA ITALIA + GIOCO TRAINING FOR YOUR EYES COLORE BIANCO";"GARANZIA ITALIA !!!  IN ESCLUSIVA PER VOI UN FANTASTICO PACCHETTO CHE NON POTETE FARVI PERDEREDS WHITE + TRAINING FOR YOUR EYES Per allenarsi divertendosi ad ogni età !...";"<p>NINTENDO DS LITE GARANZIA ITALIA<br>Nintendo DS Lite<br>Versione pi&ugrave; piccola dell'originale DS, Nintendo DS Lite combina la visualizzazione su due schermi all'interazione tramite schermo tattile, permettendo al giocatore di godere esperienze di gioco davvero uniche. La piena compatibilit&agrave; wireless consente di dare vita a frenetiche sessioni multiplayer con la massima semplicit&agrave; e comodit&agrave;, nonch&eacute; di inviare messaggi di testo e disegni con PictoChat. Il Nintendo DS Lite sta rivoluzionando il gioco portatile<br><br>DOPPIO SCHERMO<br>Con i suoi due schermi LCD super brillanti, Nintendo DS Lite offre un approccio totalmente nuovo al mondo dei videogiochi. Entrambi gli schermi sono in grado di visualizzare grafica 3D caratterizzata da una qualit&agrave; superiore a quella del Nintendo 64. <br><br>TECNOLOGIA TOUCH SCREEN<br>Lo schermo inferiore del Nintendo DS Lite sfrutta la tecnologia touch screen per un'esperienza di gioco completamente diversa dalle altre.<br>Grazie al touch screen, il giocatore pu&ograve; interagire con il semplice tocco delle dita o con l'apposito stilo di cui &egrave; equipaggiato ogni sistema. Scrivi messaggi o divertiti con disegni da inviare ai tuoi amici, controlla i tuoi giochi con una precisione mai raggiunta prima d'ora, oppure naviga nei menu con il delicato tocco dei tuoi polpastrelli!<br><br>CONTROLLI<br>Oltre al touch screen, Nintendo DS Lite include anche una pulsantiera di comando digitale e otto pulsanti per adattarsi a tutti gli stili di gioco. <br><br>TECNOLOGIA WIRELESS<br>La piena compatibilit&agrave; wireless di Nintendo DS Lite permette ad un massimo di 16 giocatori di collegarsi in una rete wireless locale. La distanza alla quale possono trovarsi i giocatori in collegamento varia da 10 a 30 metri.<br><br>MICROFONO<br>Nintendo DS Lite &egrave; dotato di un microfono al centro della console, e ci&ograve; significa che puoi comunicare con i tuoi amici tramite la Nintendo Wi-Fi Connection e parlare col DS per controllare l'azione a schermo!<br><br>SUONO STEREO<br>Nintendo DS Lite  include due altoparlanti stereo capaci di riprodurre il suono con la massima fedelt&agrave; (in modalit&agrave; stereo surround per alcuni giochi) e una presa per le cuffie.<br>Le ottime prestazioni audio del Nintendo DS ti permetteranno di immergerti in un mondo pervaso da una cristallina atmosfera sonora e da vibranti melodie.<br><br>RETROCOMPATIBILITA'<br>Nintendo DS Lite &egrave; dotato di due alloggiamenti separati: il primo &egrave; dedicato alle schede di gioco DS, il secondo &egrave; dedicato alle cassette di gioco per Game Boy Advance.<br><br>BATTERIA<br>Grazie alla sua potente batteria ricaricabile al litio e al caricabatterie incluso nella confezione, Nintendo DS Lite garantisce circa 19 ore di gioco per singola ricarica, eliminando cos&igrave; il bisogno di ricorrere a batterie di riserva.<br>Il Nintendo DS Lite si ricarica completamente in circa 3 ore, quindi un'ora in meno rispetto al Nintendo DS.<br>Il sistema include anche un orologio, un calendario e la funzione di sveglia, nonch&egrave; la possibilit&agrave; di modificare altri dettagli come il colore dello sfondo, la tua data di nascita e il tuo nome. <br><br>IL GIOCO: Training for your eyes - Hai mai pensato di allenare e rilassare i tuoi occhi?<br>Sapevi che &egrave; possibile allenare le abilit&agrave; visive con semplici esercizi? <br>Grazie ai comandi intuitivi del touch screen, Training For Your Eyes offre un allenamento veloce e divertente. La sessione giornaliera dura solo pochi minuti, permettendoti cos&igrave; di rilassarti dove e quando vuoi, per allenare le cinque capacit&agrave; visive e conoscere la tua &quot;et&agrave; oculare&quot;<br>Il gioco &egrave; stato sviluppato in collaborazione con il Dr. Hisao Ishigaki dell'Aichi Institute of Technology, un esperto nel campo del visual training, che ha sviluppato programmi di ginnastica oculare utilizzati da atleti professionisti, ed ha identificato cinque tipi diversi di abilit&agrave; visive.<br>Training For Your Eyes sfrutta entrambi gli schermi del Nintendo DS per mettere alla prova la tua capacit&agrave; visiva, &egrave; facile da usare e si controlla quasi esclusivamente toccando il Touch Screen con lo stilo. <br><br>Il software calcoler&agrave; la tua et&agrave; oculare, e ti stimoler&agrave; ad usare, attraverso un programma di allenamento, i cinque diversi aspetti della tua vista per ridurre il punteggio nel gioco dell'et&agrave; oculare, al valore perfetto di 20 anni. <br>Quando inizierai a giocare a Training For Your Eyes, sarai sottoposto ad un test per determinare la tua et&agrave; oculare di partenza. <br>Il test ti dar&agrave; un'idea di quanto lavoro sar&agrave; necessario per poter raggiungere l'et&agrave; oculare finale di 20 anni, presentandoti anche alcuni degli esercizi principali che compariranno in Training For Your Eyes.</p>";"NINTENDO";"1";"http://www.entropic.it/Public/foto/nintendo-ds-bianca+gioco.jpg";"127,21";"21";"";"2,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Console";"DSBIANCOIT";"CONSOLL NINTENDO DS LITE GARANZIA ITALIA COLORE BIANCO (1802066)";"GARANZIA ITALIA !!!";"<p>NINTENDO DS LITE GARANZIA ITALIA<br>Nintendo DS Lite<br>Versione pi&ugrave; piccola dell´originale Nintendo DS, Nintendo DS Lite combina la visualizzazione su due schermi all´interazione tramite schermo tattile, permettendo al giocatore di godere esperienze di gioco davvero uniche. La piena compatibilit&agrave; wireless consente di dare vita a frenetiche sessioni multiplayer con la massima semplicit&agrave; e comodit&agrave;, nonch&eacute; di inviare messaggi di testo e disegni con PictoChat. Il Nintendo DS Lite sta rivoluzionando il gioco portatile<br><br>DOPPIO SCHERMO: Con i suoi due schermi LCD super brillanti, Nintendo DS Lite offre un approccio totalmente nuovo al mondo dei videogiochi. Entrambi gli schermi sono in grado di visualizzare grafica 3D caratterizzata da una qualit&agrave; superiore a quella del Nintendo 64. <br><br>TECNOLOGIA TOUCH SCREEN: Lo schermo inferiore del Nintendo DS Lite sfrutta la tecnologia touch screen per un´esperienza di gioco completamente diversa dalle altre.<br>Grazie al touch screen, il giocatore pu&ograve; interagire con il semplice tocco delle dita o con l´apposito stilo di cui &egrave; equipaggiato ogni sistema. Scrivi messaggi o divertiti con disegni da inviare ai tuoi amici, controlla i tuoi giochi con una precisione mai raggiunta prima d´ora, oppure naviga nei menu con il delicato tocco dei tuoi polpastrelli!<br><br>CONTROLLI: Oltre al touch screen, Nintendo DS Lite include anche una pulsantiera di comando digitale e otto pulsanti per adattarsi a tutti gli stili di gioco.<br><br>TECNOLOGIA WIRELESS: La piena compatibilit&agrave; wireless di Nintendo DS Lite permette ad un massimo di 16 giocatori di collegarsi in una rete wireless locale. La distanza alla quale possono trovarsi i giocatori in collegamento varia da 10 a 30 metri.<br><br>MICROFONO: Nintendo DS Lite &egrave; dotato di un microfono al centro della console, e ci&ograve; significa che puoi comunicare con i tuoi amici tramite la Nintendo Wi-Fi Connection e parlare col DS per controllare l´azione a schermo!<br><br>SUONO STEREO: Nintendo DS Lite  include due altoparlanti stereo capaci di riprodurre il suono con la massima fedelt&agrave; (in modalit&agrave; stereo surround per alcuni giochi) e una presa per le cuffie.<br>Le ottime prestazioni audio del Nintendo DS ti permetteranno di immergerti in un mondo pervaso da una cristallina atmosfera sonora e da vibranti melodie.<br><br>RETROCOMPATIBILITA´: Nintendo DS Lite &egrave; dotato di due alloggiamenti separati: il primo &egrave; dedicato alle schede di gioco DS, il secondo &egrave; dedicato alle cassette di gioco per Game Boy Advance.<br><br>BATTERIA: Grazie alla sua potente batteria ricaricabile al litio e al caricabatterie incluso nella confezione, Nintendo DS Lite garantisce circa 19 ore di gioco per singola ricarica, eliminando cos&igrave; il bisogno di ricorrere a batterie di riserva.<br>Il Nintendo DS Lite si ricarica completamente in circa 3 ore, quindi un´ora in meno rispetto al Nintendo DS.<br>Il sistema include anche un orologio, un calendario e la funzione di sveglia, nonch&egrave; la possibilit&agrave; di modificare altri dettagli come il colore dello sfondo, la tua data di nascita e il tuo nome.</p>";"NINTENDO";"0";"http://www.entropic.it/Public/foto/nintendo ds lite bianco.jpg";"103,65";"21";"";"2,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Console";"DSSILVERIT";"CONSOLL NINTENDO DS LITE GARANZIA ITALIA COLORE SILVER (1804966)";"GARANZIA ITALIA !!!";"<p>NINTENDO DS LITE GARANZIA ITALIA<br>Nintendo DS Lite<br>Versione pi&ugrave; piccola dell´originale Nintendo DS, Nintendo DS Lite combina la visualizzazione su due schermi all´interazione tramite schermo tattile, permettendo al giocatore di godere esperienze di gioco davvero uniche. La piena compatibilit&agrave; wireless consente di dare vita a frenetiche sessioni multiplayer con la massima semplicit&agrave; e comodit&agrave;, nonch&eacute; di inviare messaggi di testo e disegni con PictoChat. Il Nintendo DS Lite sta rivoluzionando il gioco portatile<br><br>DOPPIO SCHERMO: Con i suoi due schermi LCD super brillanti, Nintendo DS Lite offre un approccio totalmente nuovo al mondo dei videogiochi. Entrambi gli schermi sono in grado di visualizzare grafica 3D caratterizzata da una qualit&agrave; superiore a quella del Nintendo 64. <br><br>TECNOLOGIA TOUCH SCREEN: Lo schermo inferiore del Nintendo DS Lite sfrutta la tecnologia touch screen per un´esperienza di gioco completamente diversa dalle altre.<br>Grazie al touch screen, il giocatore pu&ograve; interagire con il semplice tocco delle dita o con l´apposito stilo di cui &egrave; equipaggiato ogni sistema. Scrivi messaggi o divertiti con disegni da inviare ai tuoi amici, controlla i tuoi giochi con una precisione mai raggiunta prima d´ora, oppure naviga nei menu con il delicato tocco dei tuoi polpastrelli!<br><br>CONTROLLI: Oltre al touch screen, Nintendo DS Lite include anche una pulsantiera di comando digitale e otto pulsanti per adattarsi a tutti gli stili di gioco.<br><br>TECNOLOGIA WIRELESS: La piena compatibilit&agrave; wireless di Nintendo DS Lite permette ad un massimo di 16 giocatori di collegarsi in una rete wireless locale. La distanza alla quale possono trovarsi i giocatori in collegamento varia da 10 a 30 metri.<br><br>MICROFONO: Nintendo DS Lite &egrave; dotato di un microfono al centro della console, e ci&ograve; significa che puoi comunicare con i tuoi amici tramite la Nintendo Wi-Fi Connection e parlare col DS per controllare l´azione a schermo!<br><br>SUONO STEREO: Nintendo DS Lite  include due altoparlanti stereo capaci di riprodurre il suono con la massima fedelt&agrave; (in modalit&agrave; stereo surround per alcuni giochi) e una presa per le cuffie.<br>Le ottime prestazioni audio del Nintendo DS ti permetteranno di immergerti in un mondo pervaso da una cristallina atmosfera sonora e da vibranti melodie.<br><br>RETROCOMPATIBILITA´: Nintendo DS Lite &egrave; dotato di due alloggiamenti separati: il primo &egrave; dedicato alle schede di gioco DS, il secondo &egrave; dedicato alle cassette di gioco per Game Boy Advance.<br><br>BATTERIA: Grazie alla sua potente batteria ricaricabile al litio e al caricabatterie incluso nella confezione, Nintendo DS Lite garantisce circa 19 ore di gioco per singola ricarica, eliminando cos&igrave; il bisogno di ricorrere a batterie di riserva.<br>Il Nintendo DS Lite si ricarica completamente in circa 3 ore, quindi un´ora in meno rispetto al Nintendo DS.<br>Il sistema include anche un orologio, un calendario e la funzione di sveglia, nonch&egrave; la possibilit&agrave; di modificare altri dettagli come il colore dello sfondo, la tua data di nascita e il tuo nome.</p>";"NINTENDO";"0";"http://www.entropic.it/Public/foto/nintendo ds lite silver.jpg";"103,65";"21";"";"2,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"ALIM-DSLITE";"CARICATORE DA RETE FISSA PER DS LITE COMPATIBILE SE-DSL903";"";"<p>Questo alimentatore ti permetter&agrave; di alimentare e ricaricare la batteria della tua console Nintendo NDS Lite ovunque sarai.. <br><br>Ideale durante i tuoi viaggi e piccoli spostamenti. Usalo come caricabatterie di riserva o come ottimo sostituto del tuo vecchio alimentatore per NDS che hai perso o danneggiato!<br><br>Un prodotto indispensabile per caricare la batteria della tua preziosa console Nintendo Ds Lite e godere dei suoi giochi per sempre!</p>";"OEM";"4";"http://www.entropic.it/Public/foto/caricatore_nds_lite.jpg";"2,10";"21";"";"0,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"SHELLDSLITE/BK";"RICAMBIO COVER SHELL CUASTODIA NINTENDO DS LITE COLORE NERO";"Cover DS Lite replica dell' originale in ogni sua parte.";"<p>Shell completa per Nintendo Ds Lite comprensiva di:<br>frontale, posteriore, tasti e vetro. <br><br>La tua Nintendo non &egrave; pi&ugrave; come una volta? Vuoi cambiare &quot;faccia&quot; alla tua console portatile preferita?<br><br>Acquista uno dei cover che troverai nei vari colori, la tua DS LITE falla ritornare come nuova!<br><br>Case replica dell'originale..Costruito con materiale di alta qualit&agrave; durevole e resistente.<br><br><br>Dimensioni del guscio: 13.2 x 7.3 x 2.2 cm</p>";"OEM";"11";"http://www.entropic.it/Public/foto/cover_dslite_black.jpg";"14,17";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"SHELLDSLITE/RED";"RICAMBIO COVER SHELL CUASTODIA NINTENDO DS LITE COLORE ROSSO";"Cover DS Lite replica dell' originale in ogni sua parte.";"<p>Shell completa per Nintendo Ds Lite comprensiva di:<br>frontale, posteriore, tasti e vetro. <br><br>La tua Nintendo non &egrave; pi&ugrave; come una volta? Vuoi cambiare &quot;faccia&quot; alla tua console portatile preferita?<br><br>Acquista uno dei cover che troverai nei vari colori, la tua DS LITE falla ritornare come nuova!<br><br>Case replica dell'originale..Costruito con materiale di alta qualit&agrave; durevole e resistente.<br><br><br>Dimensioni del guscio: 13.2 x 7.3 x 2.2 cm</p>";"OEM";"4";"http://www.entropic.it/Public/foto/cover_dslite.jpg";"14,17";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"SHELLDSLITE/ROSA";"RICAMBIO COVER SHELL CUASTODIA NINTENDO DS LITE COLORE ROSA";"Cover DS Lite replica dell' originale in ogni sua parte.";"<p>Shell completa per Nintendo Ds Lite comprensiva di:<br>frontale, posteriore, tasti e vetro. <br><br>La tua Nintendo non &egrave; pi&ugrave; come una volta? Vuoi cambiare &quot;faccia&quot; alla tua console portatile preferita?<br><br>Acquista uno dei cover che troverai nei vari colori, la tua DS LITE falla ritornare come nuova!<br><br>Case replica dell'originale..Costruito con materiale di alta qualit&agrave; durevole e resistente.<br><br><br>Dimensioni del guscio: 13.2 x 7.3 x 2.2 cm</p>";"OEM";"3";"http://www.entropic.it/Public/foto/cover_dslite.jpg";"14,17";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"SHELLDSLITE/SL";"RICAMBIO COVER SHELL CUASTODIA NINTENDO DS LITE COLORE SILVER";"Cover DS Lite replica dell' originale in ogni sua parte.";"<p>Shell completa per Nintendo Ds Lite comprensiva di:<br>frontale, posteriore, tasti e vetro. <br><br>La tua Nintendo non &egrave; pi&ugrave; come una volta? Vuoi cambiare &quot;faccia&quot; alla tua console portatile preferita?<br><br>Acquista uno dei cover che troverai nei vari colori, la tua DS LITE falla ritornare come nuova!<br><br>Case replica dell'originale..Costruito con materiale di alta qualit&agrave; durevole e resistente.<br><br><br>Dimensioni del guscio: 13.2 x 7.3 x 2.2 cm</p>";"OEM";"6";"http://www.entropic.it/Public/foto/cover_dslite.jpg";"14,17";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"SHELLDSLITE/TRQ";"RICAMBIO COVER SHELL CUASTODIA NINTENDO DS LITE COLORE TORQUISE";"Cover DS Lite replica dell' originale in ogni sua parte.";"<p>Shell completa per Nintendo Ds Lite comprensiva di:<br>frontale, posteriore, tasti e vetro. <br><br>La tua Nintendo non &egrave; pi&ugrave; come una volta? Vuoi cambiare &quot;faccia&quot; alla tua console portatile preferita?<br><br>Acquista uno dei cover che troverai nei vari colori, la tua DS LITE falla ritornare come nuova!<br><br>Case replica dell'originale..Costruito con materiale di alta qualit&agrave; durevole e resistente.<br><br><br>Dimensioni del guscio: 13.2 x 7.3 x 2.2 cm</p>";"OEM";"4";"http://www.entropic.it/Public/foto/cover_dslite.jpg";"14,17";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"TOUCH-NDS";"RICAMBIO SCHERMO TOUCH SCREEN PER NDS";"SCHERMO NDS touch screen";"<p>Il vostro schermo inferiore funziona perfettamente, ma i giochi vi danno problemi nel riconoscere dove puntate il pennino o peggio, non viene rilevata alcuna pressione? Allora questo prodotto &egrave; quello che fa per voi:<br><br>Il modulo touch &egrave; la componente che identifica il posizionamento del pennino, ed &egrave; una delle parti del DS soggetta al maggior uso. Con questo nostro ricambio potrete tornare a giocare senza problemi a tutti i giochi del vostro DS.<br><br>Attenzione, compatibile solo con Nintendo DS Lite. Schermo LCD non incluso.<br><br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&egrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br>ATTENZIONE: <br><br>Per i seguenti motivi la garanzia su questo prodotto &egrave; di 1 mese dal giorno di emissione della ricevuta e/o fattura.</p>";"OEM";"0";"http://www.entropic.it/Public/foto/nds_touch_screen.jpg";"2,50";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DS Ricambi";"USG-003";"RICAMBIO BATTERIA NINTENDO NDS Lite LI-ion 1800mAh COMPATIBILE";"Compatibile solo per Nintendo DS Lite! 1800mAh";"<p>Una batteria compatibile per NDS Lite che sostituisce degnamente quella originale e ti garantir&agrave; alta autonomia di gioco in ogni circostanza!<br><br>Pensa a quante volte si &egrave; spenta la tua preziosa console mentre eri sul pi&ugrave; bello, alle prese con un gioco emozionante che hai dovuto bruscamente interrompere per lo spegnimento della tua batteria, ormai esausta. <br><br>Con questa batteria di ricambio, utile anche come batteria di scorta, non resterai mai pi&ugrave; senza divertimento!<br><br>Compatibile solo per Nintendo DS Lite!</p>";"OEM";"0";"http://www.entropic.it/Public/foto/batteria_compatibile_ndslit.jpg";"3,50";"21";"";"0,5"
"Nintendo DS / DSi / DSi XL / 3DS";"DSi Ricambi";"TOUCH-NDSi";"RICAMBIO SCHERMO TOUCH SCREEN PER NDSi";"SCHERMO NDSi touch screen";"<p>Il vostro schermo inferiore funziona perfettamente, ma i giochi vi danno problemi nel riconoscere dove puntate il pennino o peggio, non viene rilevata alcuna pressione? Allora questo prodotto &egrave; quello che fa per voi:<br><br>Il modulo touch &egrave; la componente che identifica il posizionamento del pennino, ed &egrave; una delle parti del DSi soggetta al maggior uso. Con questo nostro ricambio potrete tornare a giocare senza problemi a tutti i giochi del vostro DSi.<br><br>Attenzione, compatibile solo con Nintendo DSi . Schermo LCD non incluso.<br><br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&egrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br>ATTENZIONE: <br><br>Per i seguenti motivi la garanzia su questo prodotto &egrave; di 1 mese dal giorno di emissione della ricevuta e/o fattura.</p>";"OEM";"1";"http://www.entropic.it/Public/foto/ndsi_touch_screen.jpg";"3,00";"21";"";"1"
"Nintendo DS / DSi / DSi XL / 3DS";"DSi Ricambi";"TWL-003";"RICAMBIO BATTERIA NINTENDO NDSi LI-ion 3.7v 840mAh COMPATIBILE";"Compatibile solo per Nintendo DSI 3.7V 840mAh";"<p>Una batteria compatibile per NDSi che sostituisce degnamente quella originale e ti garantir&agrave; alta autonomia di gioco in ogni circostanza!<br><br>Pensa a quante volte si &egrave; spenta la tua preziosa console mentre eri sul pi&ugrave; bello, alle prese con un gioco emozionante che hai dovuto bruscamente interrompere per lo spegnimento della tua batteria, ormai esausta. <br><br>Con questa batteria di ricambio, utile anche come batteria di scorta, non resterai mai pi&ugrave; senza divertimento!<br><br>Compatibile solo per Nintendo DSi</p>";"OEM";"3";"http://www.entropic.it/Public/foto/batteria_ndsi_twl-003.jpg";"3,50";"21";"";"0,5"
"Nintendo DS / DSi / DSi XL / 3DS";"Card Modifiche DS/DSi/DSiXL/3DS";"R4ISDHCVDC";"ADATTATORE CARD R4iSDHC DUAL-CORE SMART UPDATE 2011 PER BACK-UP NINTENDO 3DS / DSi / DSi XL";"**NEW upgraded 2011**R4iSDHC Dual-Core è compatibile con tutti i modelli Nintendo 3DS/NDSI XL/NDSi/NDS.Firmware sempre aggiornabile :- fw 3DS v.2.1.04 e precedenti;- fw Dsi v.1.43 e precedenti (1.42, 1.41 ecc...).";"<p>Nuova cartuccia per Nintendo 3DS con funzione speciale &quot;Dual Core&quot;.<br>R4 SDHC DUAL-CORE 3DS &egrave; la nuovissima card compatibile con l´ultima console nata in casa Nintendo, la stupefacente 3DS. Questa particolare flahcard grazie alla funzione &quot;Dual-Core&quot; permette di effettuare l´upload del firmware rimanendo quindi sempre aggiornata. <br>   R4 SDHC DUAL-CORE 3DS grazie all´utilizzo di una scheda di memoria MicroSD permette alla tua console Nintendo 3DS (o DSi XL / Dsi / DSLite) di: poter guardare filmati, riprodurre musica, sfogliare immagini e molto altro ancora! <br>   Il tutto in maniera semplice grazie all´interfaccia grafica ereditata dalla pi&ugrave; famosa AK2i, davvero intuitiva che permette l´utilizzo anche agli utenti meno esperti. <br>   R4 SDHC DUAL-CORE 3DS &egrave; una soluzione completa, per il suo funzionamento occorre soltanto una scheda di memoria micro sd, non occorre dover acquistare componenti aggiuntivi per la tua console. <br><br><br>Ricordiamo che il kit non prevere la scheda MicroSD, da acquistare separatamente.<br><br><br>Caratteristiche tecniche <br>- compatibile con la nuova Nintendo 3DS;<br>- possibilit&agrave; speciale di poter aggiornare il firmware; <br>- interfaccia a doppio schermo AK2i;<br>- funzione soft reset: permette di avviare una nuova applicazione senza dover spegnere la console;<br>- possibilit&agrave; di personalizzazione con i vari skin (tema grafico e di funzione);<br>- supporto SDHC schede Micro SD (4GB, 8GB, 16GB, 32GB);<br>- supporto formattazione FAT16 e FAT32. I file possono essere trasferiti con il PC, PDA, cellulare e macchina fotografica; <br>- supporta il WIFI-game, DS Rumble Pak (effetto vibrazione), DS Browser;<br>- supporto multi-lingue, tra cui: italiano, francese, tedesco, spagnolo e olandese;<br>- integrato ultima versione di Moonshell 2.0 Beta;<br>- supporta Moonshell ed altri homeberw. Open interfaccia I / O; <br>- funzione risparmio energetico e lunghi periodi di attesa;<br>- In grado di memorizzare e ripristinare l´applicazione precedentemente selezionata dopo il riavvio;<br>- In grado di riconoscere e visualizzare il tipo di scheda SD, il volume e il tipo di formattazione;<br>- supporta qualsiasi velocit&agrave; di carta di MicroSD senza ritardo nell´applicazione; <br>- supporta Clean ROM, drag e drop. Gira su qualsiasi sistema operativo. <br><br>Contenuto della confezione <br>- Scheda Flashcard R4 SDHC DUAL-CORE 3DS;<br><br><br>*** Questo prodotto &egrave; compatibile con Nintendo 3DS / DSi / DSi XL ***<br><br>Link download per il Kernel / software:<br> <br>                           -     http://www.r4isdhc.com/download_white_new/<br><br><br><br><br><br>ATTENZIONE NOTE LEGALI:<br><br>I dispositivi r4i permettono un'avvio alternativo delle console da gioco in cui sono installati. Tale rcard non rimuove alcuna protezione al diritto d'autore ma permette di utilizzare nell'ambito lecito le proprie console. L'uso di una r4 su una console permette di leggere giochi in formato flash gratuiti e permette di utilizzare emulatori di vecchie console in commercio, permette di utilizzare sistemi di memorizzazione tipo micro sd molto pi&ugrave; convenienti di quelle ufficiali, permette la lettura della propria copia di sicurezza del gioco legalmente detenuto (rif. art. 71-sexies, co. 4, l. 633/41 della legge sul diritto d'autore Italiana) diritto ancor pi&ugrave; rafforzato dal fatto che l'utente paga su ogni supporto vergine una tassa detta di EQUO COMPENSO per poter esercitare questo diritto (rif. art. 39 del d.lgs.9 aprile 2003, n. 68).<br><br>La R4 SDHC DUAL-CORE 3DS come tutte le altre card ( simili r4 ) deve essere utilizzata per sviluppo o utilizzo di applicazioni Legali come Ebook, Filmati, foto e musica. Noi siamo contro la Pirateria!<br><br>Declino di responsabilit&agrave; :<br>Il prodotto in vendita &egrave; venduto per backup di programmi e giochi originali senza la necessit&agrave; di portare con se tutto. Noi non ci assumiamo responsabilit&agrave; per usi impropri.</p>";"OEM";"267";"http://www.entropic.it/Public/foto/CARD_R4SDHC_DUAL-CORE_NEW_1.jpg";"12,50";"21";"";"0,5"
