Settore;Categoria;Tipologia;Gruppo;Ean;Codice;Descrizione1;DescrizioneLungaHtml;Giacenza;Marca;Prezzo;Peso;UrlImgBig;CostoSpedizioneProdo;CampoVuoto1
"Informatica";"ACCESSORI PC e NOTEBOOK";"Supporti per Notebook";"";"8033140053010";"8033140053010";"APPOGGIO PER NOTEBOOK KEYTECK CON VENTOLE INTEGRATE INCL. 45 GRADI + HUB USB 4P ALIMENTATO MOD. NSTAND-2";"<p>NSTAND-2 NOTEBOOK STAND 45° con HUB USB 2.0 integrato da 4 porte.<br><br>Notebook Stand SOPHIA &egrave; studiato per andare incontro alle esigenze di chi utilizza il notebook per molte ore al giorno. NSTAND inclina e solleva il notebook dal tavolo permettendo all'utilizzatore di regolare l'altezza del monitor LCD e di mantenere quindi una corretta postura sul luogo di lavoro.<br>La sua particolare struttura agevola il processo di raffreddamento del notebook aumentando la naturale aerazione, inoltre &egrave; munito di una ventole da 8 cm con interfaccia USB 2.0 che agevola il passaggio d'aria ed impedisce il surriscaldamento del notebook.<br>Inoltre possiede un HUB USB da 4 porte con alimentazione integrata.<br><br>Caratteristiche:<br>- Punti di appoggio in morbida gomma per la protezione del notebook;<br>- Angolatura di inclinazione 45°;<br>- Ventola di raffreddamento da 8 cm con illuminazione ;<br>- Interfaccia USB2.0;<br>- HUB USB da 4 porte;<br>- Switch ON/OFF;</p>";"2";"KEYTECK";"15,46";"4";"http://www.entropic.it/Public/foto/supporto keyteck nstand2.jpg";"9";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Supporti per Notebook";"";"8033140057070";"I-012";"APPOGGIO STAND  PER NOTEBOOK,NETBOOK E IPAD KEYTECK I-012";"<p>- Stand compatibile con IPAD, tablet, notebook e netbook<br>- Inclinazione e dimensioni regolabili<br>- Migliora il flusso d'aria, evitando il surriscaldamento<br>- Costruito in lega di alluminio e ABS<br>- Facilmente trasportabile<br>- Facile da usare<br>- Dimensioni compatte quando &egrave; richiuso</p>";"1";"KEYTECK";"15,73";"2,5";"http://www.entropic.it/Public/foto/stand_keyteck_I-012.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Supporti per Notebook";"";"8033140056738";"NSTAND-SV";"SUPPORTO PER NOTEBOOK KEYTECK WAVE SILVER NSTAND-SV";"<p>Il supporto per notebook WAVE consente di posizionare lo schermo del tuo portatile ad un'altezza e una distanza di visualizzazione ideali, assumendo una posizione ergonomica per aumentare il comfort di lavoro.<br>Dotato di cuscinetti protettivi in gomma per eliminare qualsiasi sdrucciolamento o pericolo di graffiature.<br>Parte posteriore ricurva che consente di organizzare i cavi e di migliorare il flusso d'aria per una maggiore dissipazione del calore.</p>";"1";"KEYTECK";"4,90";"3";"http://www.entropic.it/Public/foto/supporto_keyteck_NSTAND-SV.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Supporti per Notebook";"";"CMR9NBCBWDA";"R9-NBC-BWDA-GP";"SUPPORTO PER NOTEBOOK COOLER MASTER NOTEPAL COLOR INFINITE (GOLD) DA 12"" A 17"" CMR9NBCBWDA";"<p>NotePal Infinite, l'ultimo successo della serie NotePal, come il primo dispositivo di raffreddamento del notebook con un meccanismo completo di raffreddamento: aumenta la zona di raffreddamento del 150%, riuscendo cos&igrave; a raffreddare immediatamente le molteplici fonti di calore. Soddisfa perfettamente l'esigenza di quegli utenti mobile che richiedono l'ultima avanguardia nella soluzione termica senza compromettere il confort di lavoro. La presa d'aria posteriore poi garantisce un raffreddamento efficiente in ogni situazione, sul divano o sulla scrivania, senza ostruzioni per il flusso d'aria<br><br>- L'innovativa e ottimizzata struttura di convogliamento dell'aria aumenta la dissipazione del 150% e controlla efficientemente il livello acustico, rispetto a dispositivi di raffreddamento tradizionali <br>- La superficie in maglia metallica assicura un ottimo passaggio d'aria fresca e un design unico <br>- Nuova soluzione termica che permette un abbattimento delle temperature del proprio notebook fino a 17°C <br>- La ventola regolabile e il design ergonomico garantiscono il confort perfetto in ogni situazione lavorativa <br>- La posizione della presa d'aria posteriore permette l'uso in ogni situazione, sul divano o sulla scrivania senza rischio di ostruzione del flusso d'aria <br>- 4 piedini in gomma antiscivolo impediscono al portatile di scivolare <br>- Presa USB posteriore per un rapido collegamento <br>- Compatibile con la maggior parte dei formati notebook pi&ugrave; comuni, soprattutto per le versioni wide screen<br><br><br>- Materiale: Alluminio e plastica<br>- Colore: Gold<br>- Dimensioni: 380x300x10~50 mm<br>- Dimensione della ventola: 90mmx90mmx25mm<br>- Velocit&agrave; ventola: Veloce, medio e lento<br>- Tipologia cuscinetto: Rifle bearing<br>- Attesa di vita: 50,000 ore<br>- Rumorosit&agrave;: 15~20.5dBA<br>- Porte USB: USB2.0/1.1 x2<br>- Potenza assorbita: USB 5VDC<br>- Peso: 700g<br>- Connettore: USB2.0/1.1 (Max current:300mA)<br>- Compatibilit&agrave;: supporta tutti i NB da 12&quot;-16&quot; ma anche quelli da 17&quot;<br>- Temperatura di operativit&agrave;: 8.5 degree</p>";"1";"COOLER MASTER";"18,90";"4";"http://www.entropic.it/Public/foto/notepal_coolermaster_gold_cmr9nbcbwda.jpg";"9";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Supporti per Notebook";"";"CMR9NBCBWDD";"R9-NBC-BWDD-GP";"SUPPORTO PER NOTEBOOK COOLER MASTER NOTEPAL COLOR INFINITE (PINK) DA 12"" A 17"" CMR9NBCBWDD";"<p>NotePal Infinite, l'ultimo successo della serie NotePal, come il primo dispositivo di raffreddamento del notebook con un meccanismo completo di raffreddamento: aumenta la zona di raffreddamento del 150%, riuscendo cos&igrave; a raffreddare immediatamente le molteplici fonti di calore. Soddisfa perfettamente l'esigenza di quegli utenti mobile che richiedono l'ultima avanguardia nella soluzione termica senza compromettere il confort di lavoro. La presa d'aria posteriore poi garantisce un raffreddamento efficiente in ogni situazione, sul divano o sulla scrivania, senza ostruzioni per il flusso d'aria<br><br>- L'innovativa e ottimizzata struttura di convogliamento dell'aria aumenta la dissipazione del 150% e controlla efficientemente il livello acustico, rispetto a dispositivi di raffreddamento tradizionali <br>- La superficie in maglia metallica assicura un ottimo passaggio d'aria fresca e un design unico <br>- Nuova soluzione termica che permette un abbattimento delle temperature del proprio notebook fino a 17°C <br>- La ventola regolabile e il design ergonomico garantiscono il confort perfetto in ogni situazione lavorativa <br>- La posizione della presa d'aria posteriore permette l'uso in ogni situazione, sul divano o sulla scrivania senza rischio di ostruzione del flusso d'aria <br>- 4 piedini in gomma antiscivolo impediscono al portatile di scivolare <br>- Presa USB posteriore per un rapido collegamento <br>- Compatibile con la maggior parte dei formati notebook pi&ugrave; comuni, soprattutto per le versioni wide screen<br><br><br>- Materiale: Alluminio e plastica<br>- Colore: Gold<br>- Dimensioni: 380x300x10~50 mm<br>- Dimensione della ventola: 90mmx90mmx25mm<br>- Velocit&agrave; ventola: Veloce, medio e lento<br>- Tipologia cuscinetto: Rifle bearing<br>- Attesa di vita: 50,000 ore<br>- Rumorosit&agrave;: 15~20.5dBA<br>- Porte USB: USB2.0/1.1 x2<br>- Potenza assorbita: USB 5VDC<br>- Peso: 700g<br>- Connettore: USB2.0/1.1 (Max current:300mA)<br>- Compatibilit&agrave;: supporta tutti i NB da 12&quot;-16&quot; ma anche quelli da 17&quot;<br>- Temperatura di operativit&agrave;: 8.5 degree</p>";"5";"COOLER MASTER";"18,90";"4";"http://www.entropic.it/Public/foto/notepal_coolermaster_pink_cmr9nbcbwdd.jpg";"9";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Alimentatori per Notebook";"";"0883585678259";"KG298AA#ABB";"ALIMENTATORE PER NOTEBOOK HP KG298AA ORIGINALE 90W CA SMART SERIE CQ60 - PAVILLION DV6 - SERIE G6";"<p>Gli adattatori CA HP a risparmio energetico possono alimentare qualsiasi notebook grazie alla tecnologia HP Smart <br><br>. Un adattatore CA supplementare &egrave; utile da tenere sempre nella borsa del laptop <br>. La tecnologia HP Smart mostra la potenza nominale. Quando l'adattatore raggiunge il limite, &egrave; possibile ridurre il consumo energetico del notebook <br>. L'adattatore HP Smart &egrave; dotato di protezione integrata dagli sbalzi di corrente per prevenire danni al notebook <br>. Incluso cinturino con velcro per raccogliere facilmente i cavi durante gli spostamenti <br><br><br>Prodotti compatibili per questo alimentatore:<br><br>Home Laptop Compaq<br>Notebook Compaq Presario serie C700  <br>Notebook Compaq Presario serie CQ56-100  <br>Notebook Compaq Presario serie CQ60-100  <br>Notebook Compaq Presario serie CQ60-200  <br>Notebook Compaq Presario serie CQ60-300  <br>Notebook Compaq Presario serie CQ60-400  <br>Notebook Compaq Presario serie CQ61-100  <br>Notebook Compaq Presario serie CQ61-200  <br>Notebook Compaq Presario serie CQ61-300  <br>Notebook Compaq Presario serie CQ61-400  <br>Notebook Compaq Presario serie CQ62-200  <br>Notebook Compaq Presario serie CQ70-200  <br>PC Compaq Mini serie 311c-1000  <br>PC Compaq Mini serie 311c-1100  <br>Serie PC portatili Compaq Presario CQ50-100  <br><br>PC Home Laptop HP <br>Entertainment Notebook HP Pavilion dm1-1100  <br>Entertainment Notebook HP Pavilion dm3-1100  <br>Entertainment Notebook HP Pavilion dv2-1000  <br>Entertainment Notebook HP Pavilion dv6-2100  <br>Entertainment Notebook HP Pavilion dv7-3100  <br>Entertainment Notebook HP Pavilion serie dm1-1000  <br>Entertainment Notebook HP Pavilion serie dm3-1000  <br>Entertainment Notebook HP Pavilion serie dm4-2100  <br>Entertainment Notebook HP Pavilion serie dv2-1100  <br>Entertainment Notebook HP Pavilion serie dv3-2000  <br>Entertainment Notebook HP Pavilion serie dv3-2100  <br>Entertainment Notebook HP Pavilion serie dv3-2200  <br>Entertainment Notebook HP Pavilion serie dv3-2300  <br>Entertainment Notebook HP Pavilion serie dv3-4000  <br>Entertainment Notebook HP Pavilion serie dv3-4100  <br>Entertainment Notebook HP Pavilion serie dv3-4300  <br>Entertainment Notebook HP Pavilion serie dv4-1000  <br>Entertainment Notebook HP Pavilion serie dv5-1000  <br>Entertainment Notebook HP Pavilion serie dv6-1200  <br>Entertainment Notebook HP Pavilion serie dv6-1300  <br>Entertainment Notebook HP Pavilion serie dv6-2000  <br>Entertainment Notebook HP Pavilion serie dv6-3000  <br>Entertainment Notebook HP Pavilion serie dv6-3100  <br>Entertainment Notebook HP Pavilion serie dv6-3300  <br>Entertainment Notebook HP Pavilion serie dv6-6000  <br>Entertainment Notebook HP Pavilion serie dv6-6100  <br>Entertainment Notebook HP Pavilion serie dv6700  <br>Entertainment Notebook HP Pavilion serie dv7-1000  <br>Entertainment Notebook HP Pavilion serie dv7-2000  <br>Entertainment Notebook HP Pavilion serie dv7-2100  <br>Entertainment Notebook HP Pavilion serie dv7-2200  <br>Entertainment Notebook HP Pavilion serie dv7-3000  <br>Entertainment Notebook HP Pavilion serie dv7-4000  <br>Entertainment Notebook HP Pavilion serie dv7-4100  <br>Entertainment Notebook HP Pavilion serie dv7-4300  <br>Entertainment Notebook HP Pavilion serie dv7-5000  <br>Entertainment Notebook HP Pavilion serie dv7-6000  <br>Entertainment Notebook HP Pavilion serie dv7-6100  <br>Entertainment Notebook HP Pavilion serie tx2500  <br>Entertainment Notebook HP serie Pavilion dv6-1000  <br>HP Pavilion dv6500 Entertainment Notebook PC series  <br>HP Pavilion Entertainment Notebook serie dv3500  <br>HP Pavilion Entertainment Notebook serie dv5-1100  <br>HP Pavilion Entertainment Notebook serie dv7-1100  <br>Notebook HP ENVY serie 17-1100  <br>Notebook HP ENVY serie 17-2000  <br>Notebook HP ENVY serie 17-2100  <br>Notebook HP HDX serie X16-1000 Premium  <br>Notebook HP HDX serie X16-1200 Premium  <br>Notebook HP HDX serie X16-1300 Premium  <br>Notebook HP HDX serie X18-1100 Premium  <br>Notebook HP HDX serie X18-1300 Premium  <br>Notebook HP Pavilion serie g6-1000  <br>Notebook HP Pavilion serie g6-1200  <br>Notebook HP serie G61-400  <br>Notebook HP serie G62-100  <br>Notebook HP serie G62-a00  <br>Notebook HP serie G62-b00  <br>Notebook HP serie G72-100  <br>Notebook HP serie TouchSmart tx2-1000  <br>Notebook HP TouchSmart serie tm2-2100  <br>Notebook serie HP Envy 17-1000  <br>Notebook serie HP TouchSmart tm2-2000  <br>PC Entertainment Notebook HP Pavilion serie dv6600  <br>PC Entertainment Notebook HP Pavilion serie dv6800  <br>PC Entertainment Notebook HP Pavilion serie dv9600  <br>Serie Entertainment Notebook HP Pavilion dv3600  <br>Serie Entertainment Notebook HP Pavilion dv5-1200  <br>Serie Entertainment Notebook HP Pavilion dv6-1100  <br>Serie Entertainment Notebook HP Pavilion dv6900  <br>Serie Entertainment Notebook HP Pavilion dv7-1200  <br><br><br><br>                               SCHEDA TECNICA:<br><br>Colore primario nero Tipologia generica Alimentatore <br>Tipologia specifica adattatore Funzione Alimentatore il notebook/netbook <br>Universale S&igrave;    <br>Altre informazioni Compatibilit&agrave;<br>-Gli adattatori HP Smart sono compatibili con notebook legacy HP mediante la chiave<br>hardware fornita nella confezione<br>Alimentazione<br>- Potenza d'uscita 90 W<br>- Uscita CC a 19 V <br><br>DIMENSIONI<br>Altezza 28 mm Larghezza 126 mm <br>Profondit&agrave; 48 mm Peso 677 gr <br><br>DIMENSIONI CON IMBALLO<br>Lato A 22 cm Lato B 12 cm <br>Lato C 6 cm</p>";"2";"HP";"35,90";"4";"http://www.entropic.it/Public/foto/aliment-hp-ed494et.jpg";"9";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Alimentatori per Notebook";"";"8033140053409";"NB-CRG120W";"ALIMENTATORE KEYTECK UNIVERSALE PER NOTEBOOK 120W CON DISPLAY LED PER AUTOSWITCH + USB ALIMENTAZIONE NB-CRG120W";"<p>NB-CRG120W  Alimentatore universale per notebook da 120 W con AutoSwitch e Display, da utilizzare come ricambio o come alimentatore secondario a casa o in ufficio. &Egrave; dotato di 8 spinotti per notebook ed &egrave; in grado di selezionare automaticamente le tensioni di uscita per garantire la compatibilit&agrave; con i notebook delle principali marche. <br><br>Potenza di uscita (15/16/18.5/19/19.5 Volt)<br>Protetto da sovraccarico, corto circuito e surriscaldamento<br>Tensione di ingresso: AC 110-240V<br>Corrente Uscita: 6A ( 15V,16V,18V,19V,20V )<br>1 porte USB da 5V<br><br>Istruzioni d'uso:<br>- Prima di usare il prodotto, prestare attenzione alle specifiche idicate e accertarsi che combacino con quella del vostro notebook.<br>- Collegare correttamente il cavo di alimentazione con l'alimentatore<br>- Selezionare uno degli 8 connettori e collegarlo all'adattatore<br>- Accendere il notebook. Se non funziona normalmente, scollegare immediatamente l'alimentatore.<br><br>Avvertenze:<br>- &Egrave; normale che l'alimentatore sia caldo quando &egrave; in corrente.<br>- Non esporlo ad alte temperature o ad umidit&agrave;<br>- Tenere lontano dalla portata dei bambini</p>";"4";"KEYTECK";"19,07";"3";"http://www.entropic.it/Public/foto/alimentatore-notebook-k-nb-crg120w.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Carrellini PC";"";"6017850047233";"ST-20088";"PORTA PC KEYTECK IN METALLO REGOLABILE CON RUOTE ST-2008";"<p>ST-2008 Stand porta PC colore nero in metallo, regolabile ,4 ruote.<br>Pratico carrello porta PC, utile per appoggiare il proprio case.<br>Facile da montare, costruito in metallo, si adatta a tutti i tipi di PC grazie al suo sistema che regola la larghezza, fornito di 4 rotelle di cui 2 con blocco di sicurezza.<br>Ottima soluzione per recuperare spazio sia sopra la scrivania che per muovere il case sul pavimento.<br>Utilizzando questo carrellino si tutela il PC da urti e forti scossoni che possono recare gravi danni alla macchina, agevolando anche le attivit&agrave; di pulizia.<br>Con questo prodotto si pu&ograve; spostare il PC nel luogo dove &egrave; meglio opportuno in maniera facile e comoda.<br><br>- Larghezza regolabile;<br>- 4 rotelle;<br>- 2 blocchi di sicurezza;<br>- Protezione antigraffio;</p>";"13";"KEYTECK";"7,02";"2,5";"http://www.entropic.it/Public/foto/carrello keyteck st-2008.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Carrellini PC";"";"8033140052396";"ST-2009";"PORTA PC KEYTECK IN PLASTICA REGOLABILE CON RUOTE ST-2009";"<p>ST-2009 Stand porta PC colore nero in plastica, regolabile ,4 ruote.<br>Pratico carrello porta PC, utile per appoggiare il proprio case.<br>Facile da montare, costruito in plastica, si adatta a tutti i tipi di PC grazie al suo sistema che regola la larghezza, fornito di 4 rotelle di cui 2 con blocco di sicurezza.<br>Ottima soluzione per recuperare spazio sia sopra la scrivania che per muovere il case sul pavimento.<br>Utilizzando questo carrellino si tutela il PC da urti e forti scossoni che possono recare gravi danni alla macchina, agevolando anche le attivit&agrave; di pulizia.<br>Con questo prodotto si pu&ograve; spostare il PC nel luogo dove &egrave; meglio opportuno in maniera facile e comoda.<br><br>- Larghezza regolabile;<br>- 4 rotelle;<br>- 2 blocchi di sicurezza<br>- Protezione antigraffio;</p>";"6";"KEYTECK";"4,27";"2";"http://www.entropic.it/Public/foto/porta pc keyteck st-2009.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Alimentatori per Netbook";"";"8033140056769";"NB-40";"ALIMENTATORE PER NETBOOK UNIVERSALE KEYTECK 40W AUTOSWITCH 9.5V to 20V 4.5A max";"<p>Alimentatore universale per netbook da 40W con AutoSwitch, da utilizzare come ricambio o come alimentatore secondario a casa o in ufficio.<br>&Egrave; dotato di 8 connettori per netbook ed &egrave; in grado di selezionare automaticamente le tensioni di uscita per garantire la compatibilit&agrave; con i netbook delle principali marche.<br><br>Compatibile con: Asus, Hp, Acer, Ibm, Lenovo, Samsung<br><br>ISTRUZIONI D'USO<br>- Prima di usare il prodotto, prestare attenzione alle specifiche indicate e accertarsi che combacino con quella del vostro netbook.<br>- Collegare correttamente il cavo di alimentazione con l'alimentatore.<br>- Selezionare uno degli 8 connettori e collegarlo all'adattatore.<br>- Accendere il netbook. Se non funziona normalmente, scollegare immediatamente l'alimentatore.<br><br>- Max power output: 40W<br>- Auto-voltage<br>- Output voltage: 9.5V to 20V 4.5A max<br>- Overload and shortcircuit protection</p>";"2";"KEYTECK";"10,03";"2";"http://www.entropic.it/Public/foto/alimentatore_keyteck_NB-40.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Alimentatori per Netbook";"";"ALIM-NET-ACER2";"ALIM-NET-ACER2";"ALIMENTATORE PER NETBOOK ACER Aspire ONE D751 (19V~1.58A  30W) COMPATIBILE";"<p>Voltaggio In: 100 - 240 V AC / 1.5A  Voltaggio Out: 19.0 V DC / 1,58  30W<br><br>Alimentatore CA, Converte l'alimentazione di rete in bassa tensione in CC per alimentare il tuo Acer Apire ONE.<br>Compatibilit&agrave; al 100% con caratteristiche tecniche equivalenti a quelle originali.<br><br>  <br>   CARATTERISTICHE TECNICHE:<br><br>Voltaggio INPUT: 110-240V  50-60Hz 1.5 A<br>Voltaggio OUTPUT: 19.0V ~ 1.58A   30W<br>Dimensioni Spinotto : 106mm X 42mm X 31mm Connector: Barrel/Center+ <br>Forma: Rettangolare <br><br>    Riferimento Part Numbers Originale (P/N):<br><br>ACER : ....<br><br><br>   Compatibile con i seguenti modelli: <br><br>Aspire One 531h Series, Aspire One 531h-1440 Aspire One 531h-1766 Aspire One 751h Series, Aspire One 751h-1021 Aspire One 751h-1061 Aspire One 751h-1080 Aspire One 751h-1145 Aspire One 751h-1153 Aspire One 751h-1170 Aspire One 751h-1192 Aspire One 751h-1196 Aspire One 751h-1211 Aspire One 751h-1259 Aspire One 751h-1273 Aspire One 751h-1279 Aspire One 751h-1292 Aspire One 751h-1346 Aspire One 751h-1351 Aspire One 751h-1373 Aspire One 751h-1378 Aspire One 751h-1392 Aspire One 751h-1401 Aspire One 751h-1442 Aspire One 751h-1504 Aspire One 751h-1505 Aspire One 751h-1522 Aspire One 751h-1524 Aspire One 751h-1534 Aspire One 751h-1545 Aspire One 751h-1611 Aspire One 751h-1621 Aspire One 751h-1640 Aspire One 751h-1709 Aspire One 751h-1817 Aspire One 751h-1885 Aspire One 751h-1893 Aspire One 751h-1899 Aspire One 751h-1948 Aspire One 751h-1992 Aspire One A110 Series. <br><br><br><br>Garanzia: 2 anni</p>";"1";"OEM";"12,50";"2";"http://www.entropic.it/Public/foto/aliment-netbook-acer-aspire-onea150d250.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Alimentatori per Netbook";"";"ALIM-NET-HP1";"ALIM-NET-HP1";"ALIMENTATORE PER NETBOOK HP Mini 110 Mini 1000 Mini 1100 Mini 700 (19V~1.58A  30W) COMPATIBILE";"<p>Voltaggio In: 100 - 240 V AC / 1.5A  Voltaggio Out: 19.0 V DC / 1,58  30W<br><br>Alimentatore CA, Converte l'alimentazione di rete in bassa tensione in CC per alimentare il tuo HP.<br>Compatibilit&agrave; al 100% con caratteristiche tecniche equivalenti a quelle originali.<br><br>  <br>   CARATTERISTICHE TECNICHE:<br><br>Voltaggio INPUT: 110-240V  50-60Hz 1.5 A<br>Voltaggio OUTPUT: 19.0V ~ 1.58A   30W<br>Dimensioni Spinotto : 106mm X 42mm X 31mm Connector Size: 4mm x 1.7mm <br>Forma: Rettangolare <br><br>    Riferimento Part Numbers Originale (P/N):<br><br>HP :  NA374AA#ABA, 496813-001, PPP018H<br><br><br>   Compatibile con i seguenti modelli: <br><br>HP Mini 110-1100 CTO by Studio Tord Boontje PC » HP Mini 110-1115TU by Studio Tord Boontje PC » HP Mini 110-1132TU by Studio Tord Boontje PC » HP Mini 110-1133TU by Studio Tord Boontje PC » HP Mini 110-1134TU by Studio Tord Boontje PC » HP Mini 110-1135CA by Studio Tord Boontje PC » HP Mini 110-1135TU by Studio Tord Boontje PC » HP Mini 110-1136TU by Studio Tord Boontje PC » HP Mini 110-1142TU by Studio Tord Boontje PC » HP Mini 110-1148TU by Studio Tord Boontje PC » HP Mini 110-1161TU by Studio Tord Boontje PC » HP Mini 110-1171TU by Studio Tord Boontje PC » HP Mini 110-1174TU by Studio Tord Boontje PC » HP Mini 110-1177TU by Studio Tord Boontje PC » HP Mini 110-1183TU by Studio Tord Boontje PC » HP Mini 110-1199EA by Studio Tord Boontje PC » HP Mini 110-1199EC by Studio Tord Boontje PC » HP Mini 110-1199ED by Studio Tord Boontje PC » HP Mini 110-1199EF by Studio Tord Boontje PC » HP Mini 110-1199EG by Studio Tord Boontje PC » HP Mini 110-1199EO by Studio Tord Boontje PC » HP Mini 110-1199ES by Studio Tord Boontje PC » HP Mini 110-1199EV by Studio Tord Boontje PC » HP Mini 110-1199EZ by Studio Tord Boontje PC <br><br><br><br>Garanzia: 2 anni</p>";"6";"OEM";"12,50";"2";"http://www.entropic.it/Public/foto/aliment-netbook-hp-mini-110.jpg";"6,5";""
"Informatica";"ACCESSORI PC e NOTEBOOK";"Alimentatori per Netbook";"";"ALIM-NET-SAMS1";"ALIM-NET-SAMS1";"ALIMENTATORE PER NETBOOK SAMSUNG (19V~2.1A  40W) COMPATIBILE";"<p>Voltaggio In: 100 - 240 V AC / 1.5A  Voltaggio Out: 19.0 V DC / 2,1  40W<br><br>Alimentatore CA, Converte l'alimentazione di rete in bassa tensione in CC per alimentare il tuo SAMSUNG.<br>Compatibilit&agrave; al 100% con caratteristiche tecniche equivalenti a quelle originali.<br><br>  <br>   CARATTERISTICHE TECNICHE:<br><br>Voltaggio INPUT: 110-240V  50-60Hz 1.5 A<br>Voltaggio OUTPUT: 19.0V ~ 2.1A   40W<br>Dimensioni Spinotto : 106mm X 41mm X 31mm Connector: Barrel/Center 5mm x 1.0mm <br>Forma: Rettangolare <br><br>    Riferimento Part Numbers Originale (P/N):<br><br>SAMSUNG :  AA-PA2N40W<br><br><br>   Compatibile con i seguenti modelli: <br><br><br>  N120-12GBK       (NP-N120-KA01US)<br>  N120-12GW        (NP-N120-KA02US)<br>  N120-13GBL       (NP-N120-KA04US)<br>  N130-13B           (NP-N130-KA04US)<br>  NC10-11GP        (NP-NC10-KA04US)<br>  NC10-12PWBK   (NP-NC10-WAS1US)<br>  NC10-13GB        (NP-NC10-KB02US)<br>  NC10-13P          (NP-NC10-KB03US)<br>  NC10-14GB        (NP-NC10-KA02US)<br>  NC10-14GBK      (NP-NC10-KA03US)<br>  NC10-14GW       (NP-NC10-KA01US)<br>  NC20-21GBK      (NP-NC20-KA02US)<br>  Samsung GoT Jet Black (N310-13GBK)          (NP-N310-KA05US)<br>  Samsung GoT Midnight Blue (N310-13GB)      (NP-N310-KA04US)<br>  Samsung GoT Mint Blue (N310-13GMB)          (NP-N310-KA07US)<br>  Samsung GoT Sunset Orange (N310-13GO)    (NP-N310-KA06US)<br><br><br><br>Garanzia: 2 anni</p>";"6";"OEM";"12,50";"2";"http://www.entropic.it/Public/foto/aliment-netbook-samsung-nc10.jpg";"6,5";""
