Settore;Categoria;Tipologia;Codice;Descrizione1;Disponibilita;Marca;Prezzo;Peso;DescrizioneLungaHtml;Aliquota;UrlImgBig
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CI04003";"LETTORE MP3 NILOX CLIP TUBE 4GB COLORE SILVER";"Disponibile";"NILOX";"22,90";"1";"<p>Il nuovo lettore clip tube Nilox si caratterizza per le sue dimensioni sottilissime e per i suoi colori accattivanti e giovanili. Un cilindro di 5 cm di lunghezza e meno di 1 centimetro di diametro per memorizzare ore ed ore di musica, grazie ai suoi tagli da 2 e 4 GB. La pratica molletta e la sua estrema leggerezza ne consentono l'aggancio direttamente sulla maglietta da sport o sui pantaloncini da jogging. <br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 4 gb Velocit&agrave; trasferimento 480 mb/s <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Firmware aggiornabile No  Funzione Recorder No  <br>Colore primario Silver      <br><br>Lingue Nessuna  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 4,900 cm Larghezza 2,300 cm <br>Profondit&agrave; 1,400 cm Peso 9 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>FORMATI AUDIO SUPPORTATI<br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No  WAV  S&igrave;  <br>AIFF No      <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) No  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale S&igrave;      <br><br>SOFTWARE<br>Software  nessuno (non necessario)</p>";"20";"http://www.entropic.it/Public/foto/mp3nilox_clip_tube_silver.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CI04004";"LETTORE MP3 NILOX CLIP TUBE 4GB COLORE VIOLA";"Disponibile";"NILOX";"22,90";"1";"<p>Il nuovo lettore clip tube Nilox si caratterizza per le sue dimensioni sottilissime e per i suoi colori accattivanti e giovanili. Un cilindro di 5 cm di lunghezza e meno di 1 centimetro di diametro per memorizzare ore ed ore di musica, grazie ai suoi tagli da 2 e 4 GB. La pratica molletta e la sua estrema leggerezza ne consentono l'aggancio direttamente sulla maglietta da sport o sui pantaloncini da jogging. <br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 4 gb Velocit&agrave; trasferimento 480 mb/s <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Firmware aggiornabile No  Funzione Recorder No  <br>Colore primario Viola      <br><br>Lingue Nessuna  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 4,900 cm Larghezza 2,300 cm <br>Profondit&agrave; 1,400 cm Peso 9 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>FORMATI AUDIO SUPPORTATI<br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No  WAV  S&igrave;  <br>AIFF No      <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) No  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale S&igrave;      <br><br>SOFTWARE<br>Software  nessuno (non necessario)</p>";"20";"http://www.entropic.it/Public/foto/mp3nilox_clip_tube_viola.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CL02001";"LETTORE MP3 NILOX MINI CLIP 2GB COLORE BLACK";"Disponibile";"NILOX";"12,50";"1";"<p>NILOX Mp3 MINICLIP Pratico e simpatico lettore Mp3! Dimensioni ridottissime e comodo aggancio a clip per portarlo sempre con te! Disponibile nei tagli da 2 e 4 Gb nelle colorazioni Pink, Black e Silver! Batteria a Ioni di Litio incorporata, ricaricabile tramite cavo USB!<br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 2 gb     <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Funzione Recorder No  Colore primario Nero  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 1,200 cm Larghezza 2,600 cm <br>Profondit&agrave; 4 cm Peso 18 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No      <br>FORMATI AUDIO SUPPORTATI<br>WAV  S&igrave;  AIFF No  <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale No      <br><br>SOFTWARE<br>Software  nessuno (non necessario)      <br><br>DIMENSIONI CON IMBALLO<br>Peso con imballo 1 kg</p>";"20";"http://www.entropic.it/Public/foto/nilox_mp3-miniclip.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CL02002";"LETTORE MP3 NILOX MINI CLIP 2GB COLORE SILVER";"Non Disponibile";"NILOX";"12,50";"1";"<p>NILOX Mp3 MINICLIP Pratico e simpatico lettore Mp3! Dimensioni ridottissime e comodo aggancio a clip per portarlo sempre con te! Disponibile nei tagli da 2 e 4 Gb nelle colorazioni Pink, Black e Silver! Batteria a Ioni di Litio incorporata, ricaricabile tramite cavo USB!<br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 2 gb     <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Funzione Recorder No  Colore primario Silver  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 1,200 cm Larghezza 2,600 cm <br>Profondit&agrave; 4 cm Peso 18 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No      <br>FORMATI AUDIO SUPPORTATI<br>WAV  S&igrave;  AIFF No  <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale No      <br><br>SOFTWARE<br>Software  nessuno (non necessario)      <br><br>DIMENSIONI CON IMBALLO<br>Peso con imballo 1 kg</p>";"20";"http://www.entropic.it/Public/foto/nilox_mp3-miniclip.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CL02003";"LETTORE MP3 NILOX MINI CLIP 2GB COLORE PINK";"Non Disponibile";"NILOX";"12,50";"1";"<p>NILOX Mp3 MINICLIP Pratico e simpatico lettore Mp3! Dimensioni ridottissime e comodo aggancio a clip per portarlo sempre con te! Disponibile nei tagli da 2 e 4 Gb nelle colorazioni Pink, Black e Silver! Batteria a Ioni di Litio incorporata, ricaricabile tramite cavo USB!<br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 2 gb     <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Funzione Recorder No  Colore primario Pink  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 1,200 cm Larghezza 2,600 cm <br>Profondit&agrave; 4 cm Peso 18 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No      <br>FORMATI AUDIO SUPPORTATI<br>WAV  S&igrave;  AIFF No  <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale No      <br><br>SOFTWARE<br>Software  nessuno (non necessario)      <br><br>DIMENSIONI CON IMBALLO<br>Peso con imballo 1 kg</p>";"20";"http://www.entropic.it/Public/foto/nilox_mp3-miniclip.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CL04001";"LETTORE MP3 NILOX MINI CLIP 4GB COLORE BLACK";"Non Disponibile";"NILOX";"19,90";"1";"<p>NILOX Mp3 MINICLIP Pratico e simpatico lettore Mp3! Dimensioni ridottissime e comodo aggancio a clip per portarlo sempre con te! Disponibile nei tagli da 2 e 4 Gb nelle colorazioni Pink, Black e Silver! Batteria a Ioni di Litio incorporata, ricaricabile tramite cavo USB!<br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 4 gb     <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Funzione Recorder No  Colore primario Nero  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 1,200 cm Larghezza 2,600 cm <br>Profondit&agrave; 4 cm Peso 18 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No      <br>FORMATI AUDIO SUPPORTATI<br>WAV  S&igrave;  AIFF No  <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale No      <br><br>SOFTWARE<br>Software  nessuno (non necessario)      <br><br>DIMENSIONI CON IMBALLO<br>Peso con imballo 1 kg</p>";"20";"http://www.entropic.it/Public/foto/nilox_mp3-miniclip.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CL04002";"LETTORE MP3 NILOX MINI CLIP 4GB COLORE SILVER";"Non Disponibile";"NILOX";"19,90";"1";"<p>NILOX Mp3 MINICLIP Pratico e simpatico lettore Mp3! Dimensioni ridottissime e comodo aggancio a clip per portarlo sempre con te! Disponibile nei tagli da 2 e 4 Gb nelle colorazioni Pink, Black e Silver! Batteria a Ioni di Litio incorporata, ricaricabile tramite cavo USB!<br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 4 gb     <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Funzione Recorder No  Colore primario Silver  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 1,200 cm Larghezza 2,600 cm <br>Profondit&agrave; 4 cm Peso 18 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No      <br>FORMATI AUDIO SUPPORTATI<br>WAV  S&igrave;  AIFF No  <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale No      <br><br>SOFTWARE<br>Software  nessuno (non necessario)      <br><br>DIMENSIONI CON IMBALLO<br>Peso con imballo 1 kg</p>";"20";"http://www.entropic.it/Public/foto/nilox_mp3-miniclip.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM3CL04003";"LETTORE MP3 NILOX MINI CLIP 4GB COLORE PINK";"Non Disponibile";"NILOX";"19,90";"1";"<p>NILOX Mp3 MINICLIP Pratico e simpatico lettore Mp3! Dimensioni ridottissime e comodo aggancio a clip per portarlo sempre con te! Disponibile nei tagli da 2 e 4 Gb nelle colorazioni Pink, Black e Silver! Batteria a Ioni di Litio incorporata, ricaricabile tramite cavo USB!<br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 4 gb     <br><br>DISPLAY<br>Touchscreen  No  Tipo Display Non presente  <br>Display a colori No  Dimensione display (diagonale) 0,00 &quot; <br>Retroilluminazione No  Risoluzione (W) 0,00 px <br>Risoluzione (H) 0,00 px     <br><br>CARATTERISTICHE<br>Funzione Recorder No  Colore primario Pink  <br><br>FUNZIONI<br>Registrazione vocale No  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 6 hr <br>Tempo di carica 2 hr     <br><br>DIMENSIONI<br>Altezza 1,200 cm Larghezza 2,600 cm <br>Profondit&agrave; 4 cm Peso 18 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) No  Protected AAC No  <br>MP3 VBR S&igrave;  Audible No  <br>Apple Lossless No      <br>FORMATI AUDIO SUPPORTATI<br>WAV  S&igrave;  AIFF No  <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  No  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 No  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  No  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione No  Ripetizione casuale No  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore No  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale No      <br><br>SOFTWARE<br>Software  nessuno (non necessario)      <br><br>DIMENSIONI CON IMBALLO<br>Peso con imballo 1 kg</p>";"20";"http://www.entropic.it/Public/foto/nilox_mp3-miniclip.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"13NXM40004001";"LETTORE MP4 MP3 NILOX MEDIA STATION 100 4GB + SLOT MICRO SD UP 8GB COLORE BLACK";"Non Disponibile";"NILOX";"24,90";"0";"<p>Player MP3/MP4 dal design compatto e moderno compatibile con molteplici formati audio e con la possibilit&agrave; di visualizzare Video-Clip MTV, foto JPG e file di testo TXT sul display da 1,8. L'elegante involucro nero dispone di comandi frontali ergonomici e di facile azionamento e di uno slot laterale di tipo MicroSD, per poter espandere la memoria interna del lettore. Il men&ugrave; dispone di animazioni a colori ed icone di facile apprendimento. La possibilit&agrave; di leggere anche file di testo lo rendono anche un minuscolo, ma funzionale E-book. Il lettore &egrave; da 4 GB! <br><br><br>MEMORIA<br>Archiviazione/ capacit&agrave; 4 gb Velocit&agrave; trasferimento 480 mb/s <br><br>DISPLAY<br>Touchscreen  No  Tipo Display TFT  <br>Display a colori S&igrave;  Dimensione display (diagonale) 1,8 &quot; <br>Retroilluminazione OLED  Risoluzione (W) 240 px <br>Risoluzione (H) 320 px     <br><br>CARATTERISTICHE<br>Funzione Recorder S&igrave;  Colore primario Nero  <br><br>FUNZIONI<br>Registrazione vocale S&igrave;  Radio No  <br><br>INTERFACCIA<br>Connettore dock No  Wi-Fi (802.11b/ g) No  <br>Bluetooth  No  Minijack stereo No  <br>USB  S&igrave;  Video component No  <br>Tipologia Jack 3,5mm      <br><br>BATTERIE<br>Tipologia Batteria ricaricabile  Durata della batteria 10 hr <br>Tempo di carica 2,500 hr     <br><br>DIMENSIONI<br>Altezza 8 cm Larghezza 4,150 cm <br>Profondit&agrave; 0,900 cm Peso 32 gr <br><br>FORMATI AUDIO SUPPORTATI<br>AAC (da 16 a 320Kbps) S&igrave;  Protected AAC S&igrave;  <br>MP3 VBR S&igrave;  Audible No  <br>FORMATI AUDIO SUPPORTATI<br>Apple Lossless No  WAV  S&igrave;  <br>AIFF No      <br><br>FORMATI IMMAGINE SUPPORTATI<br>JPEG  S&igrave;  BMP  No  <br>GIF  No  TIFF  No  <br>PSD No  PNG No  <br><br>FORMATI VIDEO SUPPORTATI<br>H.264 No  M4v No  <br>Mp4 S&igrave;  Mov No  <br><br>FUNZIONI DI REGISTRAZIONE<br>Wav  S&igrave;  MPEG-4  No  <br>Risoluzione di registrazione (W) 0,00 px Risoluzione di registrazione (H) 0,00 px <br>AVI  No      <br><br>FUNZIONI DI RIPRODUZIONE<br>Ripetizione S&igrave;  Ripetizione casuale S&igrave;  <br>Tasto Hold (blocca tasti) S&igrave;  Equalizzatore S&igrave;  <br><br>CONTENUTO CONFEZIONE<br>Custodia inclusa No  Auricolari S&igrave;  <br>Cavo USB 2.0 S&igrave;  Adattatore dock No  <br>Guida digitale S&igrave;      <br><br>SOFTWARE<br>Software  nessuno (non necessario)</p>";"20";"http://www.entropic.it/Public/foto/lettore-mp4-nilox-13nxm40004001.jpg"
"Elettronica TV";"LETTORI MP3 - MP4";"Lettori MP3 / MP4";"EN-4211BK-8GB";"LETTORE MP3 MP4 8GB BLACK STILE IPOD CROME 4TH GENERAZIONE + RADIO FM";"Disponibile";"OEM";"44,90";"2";"<p>Lettore  MP3/MP4 di ottima qualit&agrave;, ultra compatto e ultra leggero.<br>Questo lettore &egrave; in grado di riprodurre sia file in formato MP3 (musica) che in formato MP4 (video). Inoltre, soddisfer&agrave; a pieno la tua voglia di musica anche grazie alla radio integrata. Con una capacit&agrave; di ben 4 GB, &egrave; possibile utilizzarlo anche come registratore vocale, come lettore di testi oppure come cornice digitale per visualizzare le tue foto preferite, regalandovi immagini ad alta risoluzione nitide e luminose,con un display di 1,8&quot; ed una risoluzione di 220x176 Pixel.<br><br>Questo modello rispecchia molto l'autentico APPLE IPOD NANO 8 GB di 4Th generazione, in quasi tutte le sue funzioni.<br><br><br>N.B.<br>     Questo modello &egrave; dotato di funzione &quot;TOUCH WHEEL&quot;,  tasti a sfioramento per una maggiore navigazione nel men&ugrave;.<br><br>      <br>                                                 Caratteristiche Tecniche:<br> <br>·       Memoria 8GB (chip Samsung);<br><br>·       Stile iPod Nano 4th design;<br><br>·       Schermo 1.8 Pollici TFT LCD Risoluzione 220 x 176;<br><br>·       Lyric synchronization display;<br><br>·       Built-in SD card slot(optional);<br> <br>·       USB Flash Disk, il pc lo riconoscer&agrave; come &quot;Disco Removibile&quot;;<br><br>·       Supporta File Musica: AMV, MP2, MP3, WMA, WMV, ASF, WAV ;<br><br>·       Supporta tutti file Video MPEG, AVI, DivX, Xvid  (Dopo avere effettuato la                 conversione con il programma compreso nella confezione);<br><br>·       Funzione ID3 Tag: visualizzazione del Titolo e Genere;<br><br>·       Funzione Touch Wheel con sfioramento dei tasti per l'accesso al men&ugrave;; <br><br>·       Rubrica E-book:  Legge TXT files, photo book JPG/GIF/BMP  <br><br>·       Giochi inclusi;<br><br>·       Registratore vocale in formato WAV con microfono integrato & Registratore              FM (Puoi inoltrare registrare qualsiasi tipo di conversazione con il microfono               incoprorato e riascoltarlo quanto vuoi);<br><br>·       Multi supporto di lingua: Inglese, Cinese, Tedesco, Francese, Italiano,                      Spagnolo ed altri inclusi;<br><br>·       Effetti Musicali:Normal, Rock, Pop, Classicl, Soft, DBB, Jazz;<br><br>·       Compatibile con Windows ME, XP, 2000; <br><br>·       Batteria Litio 260mAhricaricabile tramite caricabatterie o porta USB. indicatore          che segnala la durata e il livello di consumo della batteria integrata. La durata           della batteria e di  5-6 ore per l'ascolto degli MP3,e di 3-4 ore per la                            riproduzione dei video; <br><br>·       Radio FM integrata con la possibilit&agrave; di memorizzare 20 stazioni<br><br>·       Attacco per Cuffie Jack da 3.5mm;<br><br>·       Dimensioni : 92 x 38 x 7 mm ; <br><br>·       Peso 28gr;  <br><br><br><br><br>LA CONFEZIONE INCLUDE :<br><br>Lettore MP4<br>Cavo USB <br>Cuffiette<br>CD Driver / mauale formato txt<br>Caricabatteria<br><br>Questo prodotto gode di una garanzia di 12 mesi limitata solo all'elettronica ove fosse difettoso. La garanzia non copre le parti soggette ad usura o ad eventuali danni causati dal cliente.</p>";"20";"http://www.entropic.it/Public/foto/ent-4211bk.gif"
