Settore;Categoria;Tipologia;Gruppo;Ean;Codice;Descrizione1;DescrizioneLunga;Marca;Peso;Giacenza;Prezzo;Disponibilita;Link;UrlImg;UrlImgBig;SpeseSpedizione;Comparatore
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Amplificati";"";"BS-E12A";"BS-E12A";"CASSA ACUSTICA BI-AMPLIFICATA 2 VIE ABS 12"" - 600W MUSICALI- 45-20kHzz - 126dBmax. 4 ohm BS-E12A";"Diffusore acustico BI-Amplificato a due vie &quot;Full Range&quot;, in grado di generare pressioni massime dell'ordine di ben 124dB, idoneo per applicazioni &quot;Live&quot; e &quot;Disco&quot;.   ComponentiLa AL-E12A adotta, come woofer, un altoparlante a cono da 12&quot; di elevata potenza con cestello in alluminio. La sezione medio-alti &egrave; costituito da un driver a compressione da 1,35&quot; dotato di una tromba a direttivit&agrave; costante, realizzata nel mobile,con dispersione 90°x60°.   FiltroLa AL-E12A adotta, come woofer, un altoparlante a cono da 12&quot; di elevata potenza con cestello in alluminio. La sezione medio-alti &egrave; costituito da un driver a compressione da 1,35&quot; dotato di una tromba a direttivit&agrave; costante, realizzata nel mobile,con dispersione 90°x60°.   MobileIl mobile del diffusore, costruito in ABS,contribuisce a rendere il diffusore relativamente leggero ma, nonostante ci&ograve;, &egrave; in grado di resistere ad ogni sollecitazione meccanica.    VersioniSono disponibili la versione passiva AL-E12 e la versione amplificata AL-E12A.            CARATTERISTICHE TECNICHE:Potenza RMS 300WPotenza MAX 600WRisposta in Frequenza 50-20kHzAngolo di irraziazione verticale 60°Angolo di irraziazione orizzontale 90°Impedenza 4 OhmSensibilit&agrave; (1W/1m) 101 dBMax SPL (@1m) 126 dBFrequenza di crossover 2,5 kHz           ALTOPARLANTI: Woofer 1x12&quot;Cestello AlluminioImpedenza 4 OhmPotenza RMS 300WPotenza MAX 600WSensibilit&agrave; 101 dBMax SPL (@1m) 126 dBTweeter 1x1,35&quot;Impedenza 8 OhmPotenza RMS 60WPotenza MAX 120WSensibilit&agrave; 105 dBMax SPL (@1m) 120 dB            MOBILE: Materiale ABS Dimensioni(LxHxP) 430x630x355Peso 19Kg            AMPLIFICATORE:Potenza (RMS) 250W+50WIngresso MIC 1 XLR +1 JACK6.3Ingresso LINE 1 XLR +2 RCAUscita LINE 1 XLR +JACK6.3 Controllo Volume 1 MASTER Controllo Volume 1 LINE Controllo Volume 1 MICControllo Toni 1 BASS +1 HIGHT";"BS";"18.5";"0";"204.17";"Non Disponibile";"http://server2/articolo.aspx?id=13923&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e12a.jpg";"http://server2/Public/foto/cassa_bs-e12a.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Amplificati";"";"BS-E15A";"BS-E15A";"CASSA ACUSTICA BI-AMPLIFICATA 2 VIE ABS 15"" - 700W MUSICALI- 45-20kHzz - 128dBmax. 4 ohm BS-E15A";"Diffusore acustico BI-Amplificato a due vie &quot;Full Range&quot;, in grado di generare pressioni massime dell'ordine di ben 128dB, idoneo per applicazioni &quot;Live&quot; e &quot;Disco&quot;.    ComponentiLa AL-E15A adotta, come woofer, un altoparlante a cono da 15&quot; di elevata potenza con cestello in alluminio. La sezione medio-alti &egrave; costituito da un driver a compressione da 1,75&quot; dotato di una tromba a direttivit&agrave; costante, realizzata nel mobile,con dispersione 90°x60°.   FiltroLo spettro di frequenza &egrave; gestito da un crossover attivo a due vie che attribuisce le frequenze basse all'amplificatore che pilota il woofer e quelle alte ad un altro amplificatore che pilota il driver da 1,75&quot;.    MobileIl mobile del diffusore, costruito in ABS,contribuisce a rendere il diffusore relativamente leggero ma, nonostante ci&ograve;, &egrave; in grado di resistere ad ogni sollecitazione meccanica.    VersioniSono disponibili la versione passiva AL-E15 e la versione amplificata AL-E15A.      CARATTERISTICHE TECNICHE:Potenza RMS 350WPotenza MAX 700WRisposta in Frequenza 45-20kHzAngolo di irraziazione verticale 60°Angolo di irraziazione orizzontale 90°Impedenza 4 OhmSensibilit&agrave; (1W/1m) 103 dBMax SPL (@1m) 128 dBFrequenza di crossover 2,5 kHz    ALTOPARLANTI: Woofer 1x15&quot;Cestello AlluminioImpedenza 4 OhmPotenza RMS 350WPotenza MAX 700WSensibilit&agrave; 103 dBMax SPL (@1m) 128 dBTweeter 1x1,75&quot;Impedenza 8 OhmPotenza RMS 80WPotenza MAX 160WSensibilit&agrave; 108 dBMax SPL (@1m) 123 dB     MOBILE: Materiale ABS Dimensioni(LxHxP) 480x700x390Peso 25Kg     AMPLIFICATORE:Potenza (RMS) 300W+50WIngresso MIC 1 XLR +1 JACK6.3Ingresso LINE 1 XLR +2 RCAUscita LINE 1 XLR +JACK6.3 Controllo Volume 1 MASTER Controllo Volume 1 LINE Controllo Volume 1 MICControllo Toni 1 BASS +1 HIGHT";"BS";"25";"-1";"235.00";"Non Disponibile";"http://server2/articolo.aspx?id=13924&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e15a.jpg";"http://server2/Public/foto/cassa_bs-e15a.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Amplificati";"";"BS-E8A";"BS-E8A";"CASSA ACUSTICA BI-AMPLIFICATA 2 VIE ABS 8"" - 260W MUSICALI- 60-20kHzz - 116dBmax. 4 ohm BS-E8A";"Diffusore acustico BI-Amplificato a due vie &quot;Full Range&quot;, in grado di generare pressioni massime dell'ordine di ben 116dB, idoneo per applicazioni &quot;Live&quot; e &quot;Disco&quot;.    ComponentiLa AL-E8A adotta, come woofer, un altoparlante a cono da 8&quot; di elevata potenza con cestello in alluminio. La sezione medio-alti &egrave; costituito da un driver a compressione da 1,35&quot; dotato di una tromba a direttivit&agrave; costante, realizzata nel mobile,con dispersione 90°x60°.   FiltroLo spettro di frequenza &egrave; gestito da un crossover attivo a due vie che attribuisce le frequenze basse all'amplificatore che pilota il woofer e quelle alte ad un altro amplificatore che pilota il driver da 1,35&quot;.    MobileIl mobile del diffusore, costruito in ABS,contribuisce a rendere il diffusore relativamente leggero ma, nonostante ci&ograve;, &egrave; in grado di resistere ad ogni sollecitazione meccanica.    VersioniSono disponibili la versione passiva AL-E8 e la versione amplificata AL-E8A.            CARATTERISTICHE TECNICHE:Potenza RMS 130WPotenza MAX 260WRisposta in Frequenza 60-20kHzAngolo di irradiazione verticale 60°Angolo di irradiazione orizzontale 90°Impedenza 4 OhmSensibilit&agrave; (1W/1m) 95 dBMax SPL (@1m) 116 dBFrequenza di crossover 2,5 kHz           ALTOPARLANTI: Woofer 1x8&quot;Cestello AlluminioImpedenza 4 OhmPotenza RMS 130WPotenza MAX 260WSensibilit&agrave; 95 dBMax SPL (@1m) 116 dBTweeter 1x1,35&quot;Impedenza 8 OhmPotenza RMS 60WPotenza MAX 120WSensibilit&agrave; 105 dBMax SPL (@1m) 120 dBMOBILE: Materiale ABS Dimensioni(LxHxP) 290x420x250Peso 11Kg            AMPLIFICATORE:Potenza (RMS) 100W+30WIngresso MIC 1 XLR +1 JACK6.3Ingresso LINE 1 XLR +2 RCAUscita LINE 1 JACK6.3 Controllo Volume 1 LINE Controllo Volume 1 MICControllo Toni 1 BASS +1 HIGHT";"BS";"10";"-1";"116.67";"Non Disponibile";"http://server2/articolo.aspx?id=13921&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e8a.jpg";"http://server2/Public/foto/cassa_bs-e8a.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Passivi";"";"BS-205";"BS-205";"COPPIA DIFFUSORI ACUSTICI PASSIVI ABS 5"" - 50WRMS - 80Hz/20KHz - 100dBmax.";"Coppia di diffusori acustici a due vie &quot;full range&quot; dalle dimensioni estremamente compatte, in grado per&ograve; di generare pressioni massime dell' ordine di ben 100dB.COMPONENTILa BS-205 adotta come woofer un altoparlante a cono da 5&quot; di ottima qualit&agrave;. Il tweeter &egrave; costituito da un driver a cupola in laminato da 0,75&quot;. FILTROIl filtro di crossover &egrave; realizzato utilizzando componenti altamente professionali quali bobine in aria.CABINETIl mobile del diffusore, costruito in ABS, &egrave; in grado di resistere ad ogni sollecitazione meccanica ed &egrave; dotato di robusta staffa da muro.CARATTERISTICHE TECNICHE Power handling RMS 50W Power handling Music 100W Frequency response 80 - 20kHz Vert. Coverage angle (-6dB) 60° Horz. Coverage angle (-6dB) 90° Impedance (nominal f.r.)  8 Ohm Peak SPL (@1m)  100 dB/m Woofer 5'' Tweeter 0,75''  Dimensions (LxHxP)  226x152x130 mm Weight 3,2kg";"BS";"15";"0";"75.00";"Non Disponibile";"http://server2/articolo.aspx?id=12455&comparatore=PGSYSTEM";"http://server2/Public/foto/_casse-bs-205.jpg";"http://server2/Public/foto/casse-bs-205.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Passivi";"";"BS-E10";"BS-E10";"CASSA ACUSTICA PASSIVO ABS 10"" - 400W MUSICALI - 50Hz/20KHz - 124dBmax. 8 ohm BS-E10";"CASSA ACUSTICA PASSIVO ABS 10&quot; - 400WRMS - 50Hz/20KHz - 124dBmax. 8 ohm BS-E10";"BS";"13";"0";"104.17";"Non Disponibile";"http://server2/articolo.aspx?id=13926&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e8_e10_e12_e15.jpg";"http://server2/Public/foto/cassa_bs-e8_e10_e12_e15.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Passivi";"";"BS-E12";"BS-E12";"CASSA ACUSTICA PASSIVO ABS 12"" - 600W MUSICALI - 45Hz/20KHz - 126dBmax. 8 ohm BS-E12";"CASSA ACUSTICA PASSIVO ABS 12&quot; - 600WRMS - 45Hz/20KHz - 126dBmax. 8 ohm BS-E12";"BS";"16";"0";"141.67";"Non Disponibile";"http://server2/articolo.aspx?id=13927&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e8_e10_e12_e15.jpg";"http://server2/Public/foto/cassa_bs-e8_e10_e12_e15.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Passivi";"";"BS-E15";"BS-E15";"CASSA ACUSTICA PASSIVO ABS 15"" - 700WR MUSICALI - 40Hz/20KHz - 128dBmax. 8 ohm BS-E15";"CASSA ACUSTICA PASSIVO ABS 15&quot; - 700WRMS - 40Hz/20KHz - 128dBmax. 8 ohm BS-E15";"BS";"20";"0";"183.33";"Non Disponibile";"http://server2/articolo.aspx?id=13928&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e8_e10_e12_e15.jpg";"http://server2/Public/foto/cassa_bs-e8_e10_e12_e15.jpg";"7.50";#Comparatore#
"Audio Karaoke";"DIFFUSORI ACUSTICI";"Diffusori Passivi";"";"BS-E8";"BS-E8";"CASSA ACUSTICA PASSIVO ABS 8"" - 260W MUSICALI - 55Hz/20KHz - 116dBmax. 8 ohm BS-E8";"CASSA ACUSTICA PASSIVO ABS 8&quot; - 260WRMS - 55Hz/20KHz - 116dBmax. 8 ohm BS-E8";"BS";"10";"0";"70.83";"Non Disponibile";"http://server2/articolo.aspx?id=13925&comparatore=PGSYSTEM";"http://server2/Public/foto/_cassa_bs-e8_e10_e12_e15.jpg";"http://server2/Public/foto/cassa_bs-e8_e10_e12_e15.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"BB-006/6M";"BB-006/6M";"Cavo di segnale audio sbilanciato microfonico  XLRF/Jack 6.3 - Mt.6";"Cavo di segnale audio sbilanciato microfonico  XLRF/Jack 6.3 - Mt.6";"BS";"0.5";"3";"4.58";"Disponibile";"http://server2/articolo.aspx?id=12716&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_bb-006-6m.jpg";"http://server2/Public/foto/cavo_audio_bb-006-6m.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"BB-427/2";"BB-427/2";"Cavo stereo di segnale audio PROFESSIONALE 2 x Maschio RCA a 2 x Maschio RCA Stereo 2Mt";"Cavo stereo di segnale audio 2 x Maschio RCA a 2 x Maschio RCA Stereo 2MtForse non sapete che l'utilizzo di un cavo professionale pu&ograve; cambiare in maniera incredibile il suono del vostro strumento. Provare per credere!Questo cavo &egrave; disegnato ed assemblato con connettori dorati per minimizzare la perdita di segnale. Si tratta di un cavo digitale di altissima qualit&agrave;, ideato per effettuare collegamenti tra apparecchiature audio predisposte con uscita/ingresso RCA anch'essi digitali ad impedenza controllata di 75 Ohm.I cavi di questa serie esaltano i trasienti e la gamma dinamica, linearizzando la trasmissione del segnale.L'ottima costruzione dei conduttori, insieme all'efficente schermatura, consentono una riproduzione Audio ampia e definita.";"BS";"0.3";"-1";"5.00";"Non Disponibile";"http://server2/articolo.aspx?id=13932&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_bb-427-2.jpg";"http://server2/Public/foto/cavo_audio_bb-427-2.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"BB007P/6";"BB007P/6";"Cavo audio professionale cablato XLR3M/JACK stereo - 6Mt. ""LIVELLO PROFESSIONALE""";"Cavo audio professionale cablato XLR3M/JACK stereo - 6Mt. &quot;LIVELLO PROFESSIONALE&quot;";"BS";"0.5";"3";"7.50";"Disponibile";"http://server2/articolo.aspx?id=14183&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_xjs-1.jpg";"http://server2/Public/foto/cavo_audio_xjs-1.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"BC-329P/9";"BC-329P/9";"Cavo JACK mono JACK mono - livello professionale - Mt.9   BC-329P/9";"Cavo JACK mono/JACK mono - mt. 9   BC-329P/9Utilizzo professionale.";"BS";"3";"2";"8.00";"Disponibile";"http://server2/articolo.aspx?id=14206&comparatore=PGSYSTEM";"http://server2/Public/foto/_Cavo_JACK_BC-329P-9.jpg";"http://server2/Public/foto/Cavo_JACK_BC-329P-9.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"J35/J";"J35/J";"Cavo stereo di segnale audio 2 x Jack6,3mm M a JackStereo3,5mm M 2mt";"Cavo stereo di segnale audio 2 x Jack6,3mm M a JackStereo3,5mm M 2mtProdotto di alta qualit&agrave;, costruito con materiali studiati in ogni dettaglio per offrirvi le migliori performance audio.";"BS";"1";"24";"2.92";"Disponibile";"http://server2/articolo.aspx?id=11052&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo audio bb-317.jpg";"http://server2/Public/foto/cavo audio bb-317.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"J35/R";"J35/R";"Cavo stereo di segnale audio 2xRCA/JackStereo3,5mm Mt.2";"Cavo stereo di segnale audio 2xRCA/JackStereo3,5mm. Mt.2Prodotto di alta qualit&agrave;, costruito con materiali studiati in ogni dettaglio per offrirvi le migliori performance audio.";"BS";"1";"14";"2.92";"Disponibile";"http://server2/articolo.aspx?id=14173&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_jack-rca_j35r.jpg";"http://server2/Public/foto/cavo_jack-rca_j35r.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"R/R";"R/R";"Cavo stereo di segnale audio 2 x Maschio RCA a 2 x Maschio RCA Stereo 2Mt";"Cavo stereo di segnale audio 2 x Maschio RCA a 2 x Maschio RCA Stereo 2MtSi tratta di un cavo digitale di altissima qualit&agrave;, ideato per effettuare collegamenti tra apparecchiature audio predisposte con uscita/ingresso RCA anch'essi digitali ad impedenza controllata di 75 Ohm.I cavi di questa serie esaltano i trasienti e la gamma dinamica, linearizzando la trasmissione del segnale.La schermatura &egrave; ad alta efficienza ed incrocio, che consente inoltre un'isolamento ed una significativa riduzione del rumore.";"BS";"0.3";"8";"2.92";"Disponibile";"http://server2/articolo.aspx?id=11047&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_r-r.jpg";"http://server2/Public/foto/cavo_audio_r-r.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"SJ/15";"SJ/15";"Cavo di potenza 2x2,5 per diffusori acustici passivi cablato Speakon/Jack - 15Mt.";"Cavo di potenza 2x2,5 per diffusori acustici passivi cablato Speakon/Jack - 15Mt.";"BS";"5";"0";"18.33";"Non Disponibile";"http://server2/articolo.aspx?id=13771&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_sj-6_speakon_jack.jpg";"http://server2/Public/foto/cavo_sj-6_speakon_jack.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"SJ/6";"SJ/6";"Cavo di potenza 2x1,5 per diffusori acustici passivi cablato Speakon/Jack - 6Mt.";"Cavo di potenza 2x1,5 per diffusori acustici passivi cablato Speakon/Jack - 6Mt.";"BS";"2";"0";"10.00";"Non Disponibile";"http://server2/articolo.aspx?id=13770&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_sj-6_speakon_jack.jpg";"http://server2/Public/foto/cavo_sj-6_speakon_jack.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"X/6";"X/6";"Cavo audio professionale cablato XLR3 Maschio / XLR3 Femmina - 6Mt.";"Cavo audio professionale cablato XLR3 Maschio / XLR3 Femmina - 6Mt.";"BS";"0.5";"5";"5.83";"Disponibile";"http://server2/articolo.aspx?id=13933&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_x9.jpg";"http://server2/Public/foto/cavo_audio_x9.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"X/9";"X/9";"Cavo audio professionale cablato XLR3 Maschio / XLR3 Femmina - 9Mt.";"Cavo audio professionale cablato XLR3 Maschio / XLR3 Femmina - 9Mt.";"BS";"0.5";"0";"7.50";"Non Disponibile";"http://server2/articolo.aspx?id=12718&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_x9.jpg";"http://server2/Public/foto/cavo_audio_x9.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"XJM/6";"XJM/6";"CAVO AUDIO PROFESSIONALE CABLATO XLR3 Maschio / JACK MONO 6Mt";"Cavo audio professionale cablato XLR3M/JACK mono - 6Mt.";"BS";"1";"7";"5.83";"Disponibile";"http://server2/articolo.aspx?id=11486&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_xjm-6.jpg";"http://server2/Public/foto/cavo_audio_xjm-6.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"XJS/1";"XJS/1";"Cavo audio professionale cablato XLR3M/JACK stereo - 1Mt.";"Cavo audio professionale cablato XLR3M/JACK stereo - 1Mt.";"BS";"0.5";"3";"2.92";"Disponibile";"http://server2/articolo.aspx?id=12717&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_xjs-1.jpg";"http://server2/Public/foto/cavo_audio_xjs-1.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"XJS/6";"XJS/6";"Cavo audio professionale cablato XLR3M/JACK stereo - 6Mt.";"Cavo audio professionale cablato XLR3M/JACK stereo - 6Mt.";"BS";"0.5";"0";"5.83";"Non Disponibile";"http://server2/articolo.aspx?id=13931&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_xjs-1.jpg";"http://server2/Public/foto/cavo_audio_xjs-1.jpg";"7.50";#Comparatore#
"Audio Karaoke";"CAVI & ADATTATORI PRO";"Cavi Jack-Speakon-XLR-Canon-RCA";"";"XR/6";"XR/6";"CAVO AUDIO PROFESSIONALE CABLATO XLR3 Maschio / Maschio RCA MONO 6Mt.  XR/6";"XR/6 - Cavo audio professionale cablato XLR3M/MRCA - 6Mt";"BS";"0.5";"0";"5.83";"Non Disponibile";"http://server2/articolo.aspx?id=11062&comparatore=PGSYSTEM";"http://server2/Public/foto/_cavo_audio_xr-6.jpg";"http://server2/Public/foto/cavo_audio_xr-6.jpg";"7.50";#Comparatore#
"Audio Karaoke";"SORGENTI AUDIO";"";"";"CDJ-100S";"CDJ100S";"LETTORE PIONEER CD PROFESSIONALE PER DJ CON JOG E SLOT-IN CDJ-100S";"Lettore CD professionale per DJ, con meccanismo resistente agli urti e alle vibrazioni, caricamento slot-in. Manopola Jog per la ricerca dei brani, Pitch control fino al 10%, Master Tempo, Cue. Partenza istantanea e Fader Start. Funzione Cue.                Caratteristiche Generali       Vano per CD :  Vano CD a caricamento slot-in, per velocizzare le operazioni di cambio disco.    Compatibilit&agrave; Lettura :  Lettura di CD audio standard (compatibilit&agrave; con altri formati non dichiarata).                           Funzioni Speciali   Pitch :  Controllo della tonalit&agrave; e la velocit&agrave; della musica, senza cambiare intonazione, fino al 10%.    Autocue :  Funzione Cue per fissare un punto di partenza con possibilit&agrave; di ritornarci.    Master Tempo :  Master Tempo, per cambiare il tempo al brano senza alterarne l'altezza.    Antishock :  Sospensioni a smorzamento ad olio che impediscono salti della musica anche in presenza di vibrazioni.    Altre Funzioni :  Partenza istantanea del CD. Fader Start per il controllo del play, che pu&ograve; avvenire direttamente dal mixer.                       Caratteristiche Tecniche    Risposta in Frequenza :  Risposta in frequenza 4 Hz - 20 kHz.    Rapporto Segnale/Rumore :  Rapporto segnale rumore superiore a 96 decibel.    Altre Caratteristiche :  Pu&ograve; essere montato con una inclinazione tra 0 e 45 gradi. Manopola Jog di grandi dimensioni per un controllo facile e preciso della posizione del brano con incrementi di un frame.                                Connessioni        Uscite :  Uscita audio RCA.                       Caratteristiche Fisiche    Dimensioni (HxLxP) :  Dimensioni d'ingombro 98 x 217 x 228 mm.    Peso :  Il peso &egrave; di circa 2,2 kg.    Colore :  Colore Silver.    Garanzia :  Tutti i prodotti venduti sono coperti dalla garanzia convenzionale del produttore.Pioneer CDJ-100S Silver gode della garanzia del produttore di 2 anni e, per i soli consumatori, dalla garanzia di 24 mesi per i difetti di conformit&agrave;, ai sensi del DL 206/05";"PIONEER";"6.5";"0";"300.00";"Non Disponibile";"http://server2/articolo.aspx?id=12570&comparatore=PGSYSTEM";"http://server2/Public/foto/_lettore pioneer cdj100s.jpg";"http://server2/Public/foto/lettore pioneer cdj100s.jpg";"7.50";#Comparatore#
"Audio Karaoke";"SORGENTI AUDIO";"";"";"CDJ-200";"CDJ200";"LETTORE PIONEER CD PROFESSIONALE PER DJ CON JOG E SLOT-IN CDJ-200";"Il Pioneer CDJ-200 presenta un nuovo standard per DJ Professionisti offrendo la qualit&agrave; di impareggiabile lettore CD ed aggiungendo complete funzioni di lettura MP3 con possibilit&agrave; di creare Hot Loop, Beat Loop e sempre con l'originalissimo One Button Loop Cutter, per creare loops dentro loops da ripetere anche fino l'infinito!All'eccellente tecnologia, si aggiunge un design accattivante, la robustezza, compattezza e portatilit&agrave;, prezzo conveniente.Vista la totale compatibilit&agrave; con gli MP3, non sar&agrave; necessario convertire i brani in un formato proprietario e sar&agrave; possibile accedervi visualizzando le cartelle, avere la possibilit&agrave; di ricercare per autore, nome del brano ed anche navigare ricercando brani per bpm!Un'altra funzione interessante &egrave; l'auto-resume che permette di riprendere esattamente la riproduzione del brano da dove si &egrave; fermato (anche se si &egrave; rimosso il disco).Caratteristiche generaliFull MP3 Capability Hot Loop Beat Loop Loop Cutter Bright Dot-matrix Display with Scrolling Text Headphone Out Digital Out Auto BPM Counter Real Time Seamless Loop Quick slot load with blue light Jog Wheel Cue/Loop Memory· Tempo 6 (0.02%), 10 (0.05%), 16 (0.05%) Master Tempo Real Time Cue Auto Cue Manual Cue Pitch Bend Pause File Search Folder Search";"PIONEER";"8";"0";"383.35";"Non Disponibile";"http://server2/articolo.aspx?id=12571&comparatore=PGSYSTEM";"http://server2/Public/foto/_lettore pioneer cdj200.jpg";"http://server2/Public/foto/lettore pioneer cdj200.jpg";"7.50";#Comparatore#
"Audio Karaoke";"SORGENTI AUDIO";"";"";"00043774021208";"CD-P1260";"LETTORE TEAC CD PROFESSIONALE CD-R/CD-RW e MP3 CD-P1260";"Lettore CD con 2 convertitori D/A a 1 bit, compatibile CD-R/CD-RW e MP3. Meccanica centrale. Principali funzioni: riproduzione casuale, Intro, Music Skip/Search, calendario brani. Display a 6 cifre. Uscita cuffia. Telecomando. Colore nero.Caratteristiche Generali      Vano per CD : Vano a scorrimento orizzontale per il caricamento di un CD.      Compatibilit&agrave; Lettura : Lettura di CD audio, CD-R/CD-RW e MP3.      Funzioni di Riproduzione      Riproduzione Programmata : &Egrave; possibile programmare la riproduzione non sequenziale di 20 brani.      Riproduzione Casuale : La funzione Shuffle, per la riproduzione dei brani in ordine casuale.      Ripetizione : Ripetizione in quattro modi: un brano, tutti, programma, A/B.      Ricerca Brano : Ricerca di un brano facilitata dalla funzione Intro Check, che permette di ascoltare uno spezzone di ogni traccia.      Sezione Audio      Convertitore D/A : 2 convertitori digitale/analogico a 1 bit.      Funzioni Speciali      Altre Funzioni : Filtro digitale a 16 bit con sovracampionamento doppio.      Uscite      Uscita Digitale : Uscita digitale di tipo coassiale.      Uscita Analogica : Uscita analogica RCA.      Presa Cuffia : Presa per cuffia Jack da 6,3 mm con regolazione del volume.      Caratteristiche Fisiche      Meccanismo : Meccanismo centrale.      Dotazione : Telecomando in dotazione.      Dimensioni (HxLxP) : Dimensioni d'ingombro 104 x 435 x 290 mm.      Colore : Colore nero.      Garanzia : Tutti i prodotti venduti sono coperti dalla garanzia convenzionale del produttore.Teac CD-P1260 Nero gode della garanzia di 2 anni e, per i soli consumatori, dalla garanzia di 24 mesi per i difetti di conformit&agrave;, ai sensi del DL 206/05";"TEAC";"8";"0";"115.00";"Non Disponibile";"http://server2/articolo.aspx?id=12572&comparatore=PGSYSTEM";"http://server2/Public/foto/_lettore teac cd-p1260.jpg";"http://server2/Public/foto/lettore teac cd-p1260.jpg";"7.50";#Comparatore#
"Elettronica TV";"SUPPORTI MAGNETICI";"";"";"DVD-R16xMAX";"DVD-R16xMAX";"SUPPORTO MAXELL DVD-R 16x CONF. 100PZ";"Dvd-R 16x Maxell , supporto di grande qualit&agrave; ed affidabilit&agrave; per ogni uso! DVD-R ufficiale di MTV, che lo sponsorizza e lo utilizza per i propri delicatissimi lavori! Confezioni da 100 pezzi. Campane . da 100 pezziScatola da 600 pezzi";"MAXELL";"2";"1";"18.00";"Disponibile";"http://server2/articolo.aspx?id=11640&comparatore=PGSYSTEM";"http://server2/Public/foto/_supporto dvd maxell.jpg";"http://server2/Public/foto/supporto dvd maxell.jpg";"7.50";#Comparatore#
